mb_code16,sa1_code16,sa2_code16,sa2_name,sa3_code16,sa3_name,lga_name,uhi_mean,canopy_pct,grass_pct,shrub_pct,any_veg_pct,shrub_tree_pct,tree_03_10_pct,tree_10_15_pct,tree_15plus_pct,mb_category,dwellings,persons,area_sqkm,irsd_score,irsd_decile
20225090000,21204131142,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.3699,9.9483,8.1561,7.0285,25.1329,16.9768,9.895,0.0533,0.0,Residential,40,80,0.0079,836,1
20225100000,21204131157,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.647,4.8273,8.1036,7.2874,20.2183,12.1147,4.715,0.1123,0.0,Residential,23,48,0.0045,683,1
20225110000,21204131157,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.3011,9.5254,10.4736,5.9069,25.9058,15.4322,9.5254,0.0,0.0,Residential,17,46,0.0048,683,1
20225120000,21204131142,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.4051,12.9611,8.5891,5.6513,27.2015,18.6124,11.4345,1.4631,0.0635,Residential,24,82,0.0075,836,1
20225130000,21204131157,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.4714,9.2335,4.1956,5.1152,18.5444,14.3488,6.3984,1.6372,1.198,Residential,20,100,0.0134,683,1
20225140000,21204131157,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.4193,9.5278,6.0694,3.8225,19.4196,13.3503,6.6076,0.8958,2.0243,Residential,30,70,0.0057,683,1
20233280000,21204145901,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),8.9119,15.7549,16.7508,9.499,42.0047,25.2539,9.3095,3.5598,2.8856,Residential,34,99,0.0408,875,2
20233290000,21204131716,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),8.5502,4.5596,61.7823,4.3716,70.7136,8.9313,2.6211,1.2274,0.7111,Parkland,0,0,0.4209,894,2
20233300000,21204131737,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),8.2869,9.0364,19.0583,7.8883,35.9829,16.9247,8.4546,0.406,0.1758,Residential,50,158,0.035,841,1
20233310000,21204131805,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.2151,4.8768,14.7448,9.4938,29.1154,14.3706,4.8596,0.0172,0.0,Residential,33,107,0.0264,880,2
20226260000,21204131712,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.8721,5.6811,14.9914,9.3901,30.0625,15.0712,5.5138,0.1672,0.0,Residential,35,120,0.023,823,1
20226270000,21204131728,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.4688,5.5338,14.4062,11.4928,31.4328,17.0266,5.4622,0.0716,0.0,Residential,32,119,0.0222,793,1
20226280000,21204131720,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.735,8.7276,12.5439,6.2197,27.4912,14.9473,7.8747,0.6059,0.247,Residential,41,215,0.0453,771,1
20226290000,21204131721,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.3682,4.9519,15.8736,7.5972,28.4227,12.5491,4.8743,0.0775,0.0,Residential,27,89,0.0225,831,1
20226310000,21204131711,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.8631,8.2286,18.3958,8.113,34.7374,16.3416,7.6082,0.6204,0.0,Residential,33,93,0.0224,862,1
20226320000,21204131806,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),9.3542,3.3169,80.9336,2.3751,86.6257,5.692,2.5517,0.5223,0.2428,Parkland,0,0,0.209,876,2
20226330000,21204131801,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.2086,6.2397,10.5581,7.218,24.0157,13.4577,5.798,0.4417,0.0,Residential,74,176,0.0292,838,1
20225450000,21204131143,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.5751,10.2647,15.9365,5.9847,32.186,16.2494,10.2242,0.0405,0.0,Residential,26,57,0.0115,800,1
20276620000,21302134238,213021342,Altona Meadows,21302,Hobsons Bay,Hobsons Bay (C),10.0775,2.6545,19.7312,7.222,29.6077,9.8765,2.6484,0.0061,0.0,Residential,36,85,0.0269,968,4
20225460000,21204131147,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),10.239,4.9176,3.5861,4.5693,13.073,9.4869,4.3126,0.5014,0.1036,Residential,45,109,0.0187,909,2
20225470000,21204131147,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),9.0436,12.4639,14.5644,7.0004,34.0287,19.4643,6.0057,2.208,4.2501,Residential,44,170,0.051,909,2
20225480000,21204131246,212041312,Dandenong North,21204,Dandenong,Greater Dandenong (C),9.2769,8.0206,15.1384,7.0331,30.1921,15.0537,7.2864,0.5864,0.1477,Residential,47,127,0.0188,996,5
20225490000,21204131246,212041312,Dandenong North,21204,Dandenong,Greater Dandenong (C),9.0136,3.3241,18.3499,9.4532,31.1272,12.7773,3.3241,0.0,0.0,Residential,32,104,0.0265,996,5
20225500000,21204131217,212041312,Dandenong North,21204,Dandenong,Greater Dandenong (C),8.9564,8.237,14.8027,8.1014,31.1411,16.3383,6.9055,0.6928,0.6386,Residential,28,80,0.0282,933,3
20225510000,21204131217,212041312,Dandenong North,21204,Dandenong,Greater Dandenong (C),8.4087,13.6807,16.9202,8.3778,38.9788,22.0586,11.5963,1.5002,0.5843,Residential,28,83,0.0517,933,3
20225520000,21204131224,212041312,Dandenong North,21204,Dandenong,Greater Dandenong (C),8.6896,9.6884,14.2128,8.0078,31.909,17.6962,8.4813,1.1749,0.0322,Residential,56,130,0.0325,841,1
20233530000,21204131404,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),8.9641,5.2885,33.8434,7.2461,46.3781,12.5346,3.9703,0.8531,0.4652,Residential,47,187,0.0831,1040,6
20233540000,21204131404,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.8242,4.3012,10.9902,7.5081,22.7995,11.8094,4.1226,0.1726,0.006,Residential,48,185,0.0357,1040,6
20233560000,21204131408,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.9009,4.3045,19.3152,6.4996,30.1193,10.8041,4.02,0.2845,0.0,Residential,20,72,0.0267,1022,6
20233570000,21204131408,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.7803,4.546,11.3059,7.5568,23.4087,12.1029,4.4141,0.121,0.0109,Residential,33,128,0.0287,1022,6
20233580000,21204131408,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.6916,7.2175,14.123,6.534,27.8745,13.7515,6.1072,0.9064,0.2039,Residential,30,122,0.0292,1022,6
20233591000,21204131450,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),8.9302,4.0055,38.9693,5.8584,48.8332,9.8638,3.2202,0.7667,0.0186,Residential,55,165,0.067,1077,8
20226510000,21204131440,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.3558,7.1898,14.325,9.3973,30.9121,16.5871,6.8316,0.3582,0.0,Residential,30,75,0.0232,949,3
20226520000,21204146017,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),9.3228,5.7485,17.8586,8.5364,32.1435,14.2849,5.4306,0.3023,0.0156,Residential,49,152,0.0357,881,2
20226530000,21204131439,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.2988,10.8114,14.6134,9.7116,35.1364,20.523,9.6975,0.8031,0.3107,Residential,38,99,0.0274,942,3
20226540000,21204131438,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.9744,4.7803,13.9421,10.3596,29.0819,15.1398,4.6135,0.1667,0.0,Residential,39,129,0.025,860,1
20226550000,21204131415,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.8159,8.249,16.4261,9.8599,34.535,18.1089,7.8798,0.3692,0.0,Residential,33,108,0.0278,915,2
20226560000,21204131444,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.208,5.4451,14.3488,9.9467,29.7406,15.3918,5.4196,0.0255,0.0,Residential,31,89,0.0245,981,4
20226570000,21204131437,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.1234,4.682,14.9617,7.9472,27.5909,12.6292,4.0842,0.4488,0.1489,Residential,35,92,0.0229,953,3
20226580000,21204131736,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),8.8008,7.5783,19.6344,7.793,35.0058,15.3714,6.2034,0.8159,0.559,Residential,44,128,0.0334,890,2
20226590000,21204145907,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.3392,6.4802,16.9421,6.2775,29.6999,12.7577,5.9124,0.5496,0.0182,Residential,41,104,0.0226,888,2
20226600000,21204145917,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.3701,2.6454,12.2825,4.4286,19.3565,7.0741,2.6454,0.0,0.0,Residential,36,74,0.0092,945,3
20226610000,21204146004,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),9.6292,4.9192,12.8649,7.5597,25.3439,12.479,4.6743,0.245,0.0,Residential,56,156,0.0229,900,2
20226620000,21204146004,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),10.506,3.3687,8.8079,4.1909,16.3675,7.5596,3.3687,0.0,0.0,Residential,30,65,0.0055,900,2
20226630000,21204146016,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),8.818,9.536,13.9363,8.919,32.3913,18.455,8.7705,0.7465,0.019,Residential,30,81,0.0269,892,2
20226640000,21204146023,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),10.2803,7.2044,7.0439,4.3253,18.5737,11.5297,3.2977,2.4765,1.4302,Residential,35,71,0.0129,849,1
20226870000,21204131425,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.4768,19.286,56.4211,3.7151,79.4223,23.0011,13.0501,5.1553,1.0807,Parkland,0,0,0.0284,949,3
20226880000,21204131416,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.4554,6.0931,13.9427,6.9613,26.997,13.0544,5.5623,0.4654,0.0654,Residential,43,108,0.0395,913,2
20233761000,21204131114,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),6.9196,5.1152,22.3858,4.8589,32.3599,9.9741,2.9474,1.3241,0.8437,Industrial,0,0,1.2825,909,2
20233762000,21204131114,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),10.8589,5.3236,5.2064,1.1123,11.6423,6.4359,2.1406,1.7633,1.4197,Industrial,0,0,0.1968,909,2
20233770000,21204131114,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),10.6952,3.2838,13.9282,1.043,18.255,4.3268,1.8032,1.1377,0.3429,Industrial,0,0,0.3128,909,2
20233781000,21204131114,212041311,Dandenong,21204,Dandenong,Greater Dandenong (C),8.8192,4.756,7.5089,1.7444,14.0093,6.5004,2.45,1.4071,0.8988,Industrial,0,0,0.5158,909,2
20226820000,21204131441,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),9.6278,7.9876,18.1245,7.9466,34.0586,15.9341,6.4584,1.4614,0.0678,Residential,36,114,0.0251,906,2
20226830000,21204131413,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.7062,5.2067,18.7269,7.7841,31.7177,12.9908,5.2027,0.004,0.0,Residential,31,59,0.0151,914,2
20226850000,21204145901,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.111,6.836,13.6607,7.2737,27.7704,14.1097,5.4221,0.9265,0.4874,Residential,27,70,0.0109,875,2
20226860000,21204131729,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),8.6902,10.3502,19.5733,7.9968,37.9202,18.3469,8.7614,1.4837,0.1051,Residential,24,87,0.0188,781,1
20226890000,21204146011,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),9.8068,3.3035,12.7775,4.7389,20.8199,8.0424,2.502,0.8008,0.0007,Residential,24,47,0.0132,891,2
20226900000,21204146013,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),9.7911,1.9073,21.3515,2.08,25.3388,3.9873,0.9785,0.4139,0.5149,Education,0,0,0.0241,886,2
20226910000,21204131426,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.3109,5.5281,14.4495,9.2479,29.2256,14.7761,4.8992,0.591,0.0379,Residential,47,148,0.0337,902,2
20226920000,21204146022,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),9.1463,8.4187,14.8556,8.162,31.4363,16.5807,8.3933,0.0254,0.0,Residential,35,99,0.025,877,2
20226930000,21204145919,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),10.3866,5.2999,4.4769,3.9015,13.6782,9.2014,4.39,0.9076,0.0023,Residential,32,72,0.0088,884,2
20226940000,21204145915,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.4224,3.5989,13.6514,7.4744,24.7247,11.0733,3.416,0.1829,0.0,Residential,33,75,0.0143,886,2
20226950000,21204131813,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),9.3802,8.1359,31.0171,8.3639,47.5168,16.4997,5.72,2.2629,0.1529,Residential,41,109,0.0388,909,2
20226960000,21204131745,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),8.9189,7.8425,16.6246,12.0653,36.5324,19.9078,7.7815,0.061,0.0,Residential,31,74,0.0229,864,1
20226970000,21204145914,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.7273,6.2661,10.8643,6.3822,23.5127,12.6483,5.6604,0.5284,0.0773,Residential,61,143,0.0265,864,1
20233980000,21204131435,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.1004,7.2464,12.4008,6.9167,26.5639,14.1631,5.4766,1.2322,0.5376,Residential,33,97,0.0293,886,2
20233990000,21204131411,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.0107,4.8142,17.7239,7.1492,29.6873,11.9634,3.841,0.8498,0.1234,Residential,41,125,0.0398,960,3
20289700000,21005124210,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.3253,7.1992,19.081,9.3778,35.658,16.5771,6.6229,0.5763,0.0,Residential,53,91,0.0245,656,1
20289710000,21005124211,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.2699,11.2724,20.5078,8.6865,40.4668,19.9589,8.8728,1.6928,0.7068,Residential,47,133,0.0278,785,1
20281810000,21302134118,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),5.929,4.8664,10.6609,4.7397,20.267,9.6061,4.3394,0.3659,0.161,Residential,22,48,0.0157,1028,6
20289720000,21005124227,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),8.5487,11.831,19.2456,8.4721,39.5486,20.3031,10.3634,1.0995,0.368,Residential,43,95,0.0305,788,1
20289730000,21005124205,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.2577,8.248,23.6959,9.772,41.7159,18.02,7.7304,0.4819,0.0357,Residential,43,122,0.0321,761,1
20289740000,21005124215,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),8.861,8.5838,21.2963,9.6359,39.5159,18.2196,7.868,0.6479,0.0679,Residential,72,186,0.049,889,2
20289750000,21005124206,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.2562,11.0383,18.1137,8.1109,37.2628,19.1491,9.2154,1.7217,0.1012,Residential,43,120,0.024,667,1
20289760000,21005124209,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.2699,7.119,18.1783,8.9897,34.287,16.1087,6.0262,0.9965,0.0963,Residential,47,110,0.0328,708,1
20289770000,21005124207,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.2068,7.2203,23.1097,8.7771,39.1071,15.9975,7.1037,0.1166,0.0,Residential,38,88,0.0245,767,1
20289780000,21005124207,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.1935,7.2889,14.1115,6.9248,28.3252,14.2137,6.7802,0.5086,0.0,Residential,47,143,0.0274,767,1
20289790000,21005124212,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.7552,7.3892,14.6277,7.5515,29.5683,14.9407,6.9681,0.3163,0.1048,Residential,32,92,0.027,780,1
20289810000,21005124213,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),8.6241,9.6402,18.0438,9.9125,37.5966,19.5527,8.2073,1.0821,0.3508,Residential,46,126,0.0243,843,1
20296011000,21005124216,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.0255,5.5082,30.6611,3.6167,39.786,9.1249,3.7786,1.3151,0.4144,Commercial,0,4,0.6871,780,1
20296012000,21005124321,210051243,Campbellfield - Coolaroo,21005,Tullamarine - Broadmeadows,Hume (C),10.922,2.5617,2.2524,1.5738,6.3878,4.1354,2.5293,0.0319,0.0005,Commercial,0,0,0.0351,884,2
20296030000,21005124208,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),10.0513,8.0675,16.8805,9.7738,34.7218,17.8413,6.7352,1.1438,0.1885,Residential,71,178,0.0771,717,1
20296040000,21005124505,210051245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,Hume (C),11.3693,3.8702,8.4077,5.5328,17.8106,9.4029,3.8572,0.0062,0.0068,Residential,22,59,0.041,908,2
20296050000,21005124534,210051245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,Hume (C),10.3362,5.3789,57.9511,7.1968,70.5268,12.5757,4.1254,0.9133,0.3402,Parkland,0,0,0.782,,
20296060000,21005124208,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.4149,9.4219,13.7265,7.3811,30.5295,16.803,6.9461,1.813,0.6628,Residential,56,114,0.0446,717,1
20296070000,21005124205,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.7095,9.0609,16.0053,7.6773,32.7435,16.7382,7.4773,1.0864,0.4972,Residential,52,149,0.0667,761,1
20296080000,21005124215,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.317,6.7436,13.2903,8.5999,28.6337,15.3434,5.7704,0.7498,0.2234,Residential,35,91,0.0711,889,2
20296090000,21005124215,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),10.0509,9.3709,32.966,8.4561,50.793,17.827,7.8572,0.8655,0.6481,Residential,53,149,0.0946,889,2
20296100000,21005124206,210051242,Broadmeadows,21005,Tullamarine - Broadmeadows,Hume (C),9.3255,7.8541,24.7402,9.047,41.6412,16.9011,7.4991,0.3198,0.0352,Residential,29,72,0.019,667,1
20296110000,21005124504,210051245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,Hume (C),10.3004,6.0423,19.7327,7.7272,33.5022,13.7695,5.9284,0.1139,0.0,Residential,57,155,0.0396,968,4
20296120000,21005124516,210051245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,Hume (C),10.2009,6.5724,28.9894,6.8917,42.4536,13.4642,5.6522,0.9175,0.0027,Residential,33,82,0.0477,1003,5
20226340000,21204131816,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),9.8011,7.6034,15.4887,9.1939,32.286,16.7973,7.0841,0.3607,0.1586,Residential,32,75,0.0191,839,1
20226350000,21204131826,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),9.7145,8.1531,14.4559,8.4417,31.0507,16.5948,8.0761,0.0771,0.0,Residential,42,144,0.0339,873,2
20226360000,21204131809,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.1731,5.969,15.3111,7.6072,28.8873,13.5762,5.6293,0.3339,0.0058,Residential,41,135,0.0289,847,1
20226370000,21204131816,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.4062,6.0179,13.1316,8.8293,27.9788,14.8472,5.9931,0.0248,0.0,Residential,25,67,0.0148,839,1
20226380000,21204131816,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),9.9414,7.9576,15.2867,9.8545,33.0988,17.8121,7.3879,0.453,0.1167,Residential,35,118,0.0216,839,1
20226390000,21204131820,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.1744,6.1117,18.4079,8.4051,32.9246,14.5168,5.7464,0.3652,0.0,Residential,37,135,0.0308,864,1
20226400000,21204131710,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),10.3452,7.232,15.252,7.9174,30.4013,15.1494,6.3473,0.6159,0.2687,Residential,39,105,0.0165,790,1
20226410000,21204131708,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.6237,8.7984,11.5154,7.5106,27.8245,16.3091,7.797,0.9242,0.0772,Residential,29,79,0.015,874,2
20226420000,21204131719,212041317,Springvale,21204,Dandenong,Greater Dandenong (C),9.3518,5.5258,18.3047,7.2692,31.0996,12.795,5.1188,0.2638,0.1431,Residential,22,62,0.016,831,1
20226430000,21204131821,212041318,Springvale South,21204,Dandenong,Greater Dandenong (C),10.3216,8.2049,12.6325,7.5003,28.3377,15.7052,7.693,0.4954,0.0166,Residential,46,168,0.0389,838,1
20226441000,21204131446,212041314,Keysborough,21204,Dandenong,Greater Dandenong (C),10.0977,8.8493,8.6724,12.1806,29.7024,21.0299,8.6245,0.2248,0.0,Residential,32,94,0.0232,984,4
20275870000,21302134318,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.8796,6.7287,14.1312,8.0323,28.8922,14.7609,6.4994,0.229,0.0004,Residential,55,144,0.0335,972,4
20275880000,21302134310,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.9292,4.8254,13.5837,7.3584,25.7675,12.1838,4.5932,0.226,0.0062,Residential,54,146,0.0392,953,3
20275890000,21302134310,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.7339,6.2061,14.2645,8.4677,28.9383,14.6737,5.5675,0.5404,0.0982,Residential,46,122,0.0315,953,3
20275900000,21302134325,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.5137,8.9029,17.284,9.7386,35.9255,18.6415,8.3411,0.5498,0.0119,Residential,37,111,0.0312,973,4
20275910000,21302134301,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),9.8803,4.158,16.0524,9.245,29.4554,13.403,3.8711,0.2282,0.0587,Residential,51,114,0.0395,985,4
20275920000,21302134326,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),9.0067,9.2025,72.2511,2.3823,83.8359,11.5848,5.993,2.8969,0.3127,Parkland,0,0,0.0211,945,3
20275930000,21302134307,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),9.2727,7.5517,16.3439,9.8539,33.7494,17.4055,6.7613,0.7903,0.0001,Residential,45,89,0.039,960,3
20275940000,21302134317,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.9865,7.4943,14.4819,7.5841,29.5603,15.0784,7.3593,0.135,0.0,Residential,32,63,0.0177,941,3
20275950000,21302134307,213021343,Altona North,21302,Hobsons Bay,Hobsons Bay (C),8.9671,3.8576,15.9619,10.3881,30.2077,14.2457,3.8145,0.0432,0.0,Residential,51,118,0.0361,960,3
20275960000,21302134120,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),6.925,7.4302,15.1804,9.4553,32.0659,16.8855,6.5304,0.6484,0.2514,Residential,42,88,0.029,1037,6
20275970000,21302134121,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),7.2777,5.1912,17.4748,8.1771,30.8431,13.3683,5.1273,0.064,0.0,Residential,17,37,0.0144,1012,5
20275980000,21302134127,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),6.9472,9.6756,10.8178,5.577,26.0704,15.2526,7.6206,1.2271,0.8279,Residential,41,111,0.0284,1048,7
20289880000,21005124721,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),9.5839,5.7116,22.2723,8.5339,36.5178,14.2455,5.3541,0.3575,0.0,Residential,54,180,0.0477,830,1
20289890000,21005124719,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),10.3898,9.8395,23.9523,6.6576,40.4494,16.4971,8.2304,1.6091,0.0,Residential,40,123,0.0426,817,1
20289900000,21005124706,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),9.3262,9.486,20.5419,7.4476,37.4755,16.9336,6.8563,2.3729,0.2567,Residential,34,94,0.027,772,1
20289910000,21005124704,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),9.2764,8.8188,18.4173,8.8479,36.084,17.6667,6.9391,1.797,0.0827,Residential,62,171,0.0435,841,1
20289920000,21005124719,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),10.6802,7.1955,40.7199,2.5575,50.4729,9.753,5.6357,1.4651,0.0947,Education,0,0,0.0279,817,1
20289930000,21005124721,210051247,Meadow Heights,21005,Tullamarine - Broadmeadows,Hume (C),9.4491,3.1587,17.7356,9.7006,30.5948,12.8593,3.0022,0.1564,0.0,Residential,32,98,0.0269,830,1
20226650000,21204145901,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),8.8132,11.713,10.4526,10.2518,32.4174,21.9648,8.251,1.5638,1.8982,Residential,29,61,0.0115,875,2
20226660000,21204145901,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),8.8697,9.8342,10.553,10.554,30.9412,20.3882,7.9433,1.1777,0.7132,Residential,46,108,0.0255,875,2
20226670000,21204145901,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.23,7.9306,13.8678,8.7305,30.5288,16.6611,6.9968,0.9256,0.0082,Residential,41,115,0.0243,875,2
20226680000,21204145905,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),9.3707,9.6291,12.4541,5.3151,27.3983,14.9441,8.7193,0.9033,0.0065,Residential,47,99,0.011,865,1
20226690000,21204145922,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),8.9284,8.8821,11.8527,9.6431,30.3779,18.5252,8.3323,0.2504,0.2993,Residential,43,98,0.0218,940,3
20226700000,21204145905,212041459,Noble Park - East,21204,Dandenong,Greater Dandenong (C),8.8196,14.3118,9.8816,6.7561,30.9495,21.0679,9.1587,2.64,2.5131,Residential,24,63,0.0121,865,1
20276220000,21302134102,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),7.2568,9.8663,13.801,8.2194,31.8867,18.0857,8.5982,1.2362,0.032,Residential,28,85,0.0213,1045,7
20231660000,21204146006,212041460,Noble Park - West,21204,Dandenong,Greater Dandenong (C),10.242,9.033,15.3262,7.3818,31.741,16.4148,8.3786,0.6355,0.0189,Residential,31,90,0.0238,885,2
20276230000,21302134130,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),-1.094,0.3022,3.9373,1.3509,5.5905,1.6531,0.1153,0.0586,0.1282,Water,0,0,0.5982,,
20276240000,21302134120,213021341,Altona,21302,Hobsons Bay,Hobsons Bay (C),7.2426,10.8863,15.4734,8.0314,34.3911,18.9177,10.0754,0.63,0.181,Residential,28,52,0.0164,1037,6
20276250000,21305136310,213051363,Laverton,21305,Wyndham,Hobsons Bay (C),8.9476,8.7356,18.9546,8.6198,36.31,17.3554,7.6396,0.9217,0.1743,Residential,58,166,0.0422,878,2
20276260000,21305136311,213051363,Laverton,21305,Wyndham,Hobsons Bay (C),9.484,6.3694,17.7395,8.6153,32.7243,14.9847,6.1699,0.1995,0.0,Residential,43,123,0.0401,847,1
20276270000,21305136309,213051363,Laverton,21305,Wyndham,Hobsons Bay (C),9.6175,9.311,4.0755,3.8768,17.2633,13.1878,6.4495,1.9305,0.931,Education,0,0,0.0236,928,2
20276280000,21305136308,213051363,Laverton,21305,Wyndham,Hobsons Bay (C),9.3242,8.5276,19.0904,9.1241,36.7421,17.6517,8.3296,0.1973,0.0007,Residential,36,91,0.0243,864,1
