area_type,area_code,area_name,scope,n_blocks,uhi_mean,uhi_p10,uhi_p90,canopy_mean,canopy_p10,canopy_p90,coolest_mb_code,coolest_uhi,coolest_canopy_pct
METRO,METRO,Metropolitan Melbourne,ALL,54239,8.4591,6.1257,10.7262,12.9561,3.237,24.6597,20485780000,-7.4353,29.8191
LGA,Banyule (C),Banyule (C),ALL,1555,8.2497,7.0365,9.3664,18.52,9.5858,29.8454,20698000000,2.5175,51.2142
LGA,Bayside (C),Bayside (C),ALL,1277,7.3727,5.7373,8.8698,15.668,7.6577,22.449,20675950000,0.6177,0.577
LGA,Boroondara (C),Boroondara (C),ALL,2237,7.5026,6.5884,8.4206,19.0645,9.8717,27.4985,20070781000,3.0069,4.3285
LGA,Brimbank (C),Brimbank (C),ALL,2247,10.7503,9.8416,11.9056,6.6962,2.4661,11.3913,20631923010,1.898,1.4776
LGA,Cardinia (S),Cardinia (S),ALL,911,9.8819,4.3934,13.218,14.2583,1.2144,43.5298,20101820000,0.9462,43.2483
LGA,Casey (C),Casey (C),ALL,2974,10.7918,8.1277,13.8482,9.8272,2.6426,17.3515,20128340000,2.7575,0.0448
LGA,Darebin (C),Darebin (C),ALL,1923,8.5267,7.4584,9.3694,10.7631,4.0583,18.069,20631899640,4.9055,37.7704
LGA,Frankston (C),Frankston (C),ALL,1871,8.252,5.7782,10.0531,14.7293,5.3591,23.8212,20678490000,-0.841,0.0287
LGA,Glen Eira (C),Glen Eira (C),ALL,1714,8.635,7.8851,9.3874,12.4227,6.7485,18.3271,20631928880,5.3011,39.2795
LGA,Greater Dandenong (C),Greater Dandenong (C),ALL,1852,9.2663,8.2489,10.4024,8.0727,2.8062,12.867,20631943960,0.9939,4.1175
LGA,Hobsons Bay (C),Hobsons Bay (C),ALL,1259,7.974,5.7865,10.0677,8.6575,3.0954,14.0595,20276230000,-1.094,0.3022
LGA,Hume (C),Hume (C),ALL,2029,9.2378,8.2031,10.2506,7.8036,2.0359,13.5546,20294912000,3.9905,4.2082
LGA,Kingston (C) (Vic.),Kingston (C) (Vic.),ALL,2209,9.0507,6.9282,10.517,8.9167,2.1227,14.6726,20677630000,1.073,0.1554
LGA,Knox (C),Knox (C),ALL,1725,7.5241,5.7801,8.8731,15.3716,7.627,24.4093,20631990990,0.433,53.6751
LGA,Manningham (C),Manningham (C),ALL,1375,8.032,5.3982,9.3681,18.4521,9.4867,34.9793,20719890000,2.3614,27.6543
LGA,Maribyrnong (C),Maribyrnong (C),ALL,1096,9.3513,7.6562,10.7716,9.0182,3.6632,14.559,20631989030,4.4666,3.1602
LGA,Maroondah (C),Maroondah (C),ALL,1382,7.0284,5.7494,8.2576,20.3868,9.979,30.6959,20386960000,3.4457,43.0454
LGA,Melbourne (C),Melbourne (C),ALL,1323,7.9398,6.0661,9.5939,11.6071,1.575,22.9645,20399560000,-1.9021,0.0002
LGA,Melton (C),Melton (C),ALL,1398,10.7309,9.239,12.157,5.7788,0.9724,10.2268,20631951360,5.2487,2.932
LGA,Mitchell (S),Mitchell (S),ALL,120,6.5705,5.2887,7.8251,7.4099,0.7887,17.8732,20631958700,3.7535,12.313
LGA,Monash (C),Monash (C),ALL,2179,8.4341,7.5679,9.2908,13.286,6.5465,19.8508,20434530000,3.0358,20.8315
LGA,Moonee Valley (C),Moonee Valley (C),ALL,1526,9.6313,8.6701,10.5186,10.468,3.9359,17.6,20452160000,5.2839,9.3176
LGA,Moreland (C),Moreland (C),ALL,2106,9.1965,8.333,10.0792,9.5192,3.0598,15.8313,20465244000,4.8711,1.1824
LGA,Mornington Peninsula (S),Mornington Peninsula (S),ALL,3025,4.9238,1.551,7.9541,19.9094,6.6882,34.5645,20485780000,-7.4353,29.8191
LGA,Nillumbik (S),Nillumbik (S),ALL,616,6.9423,4.8479,8.6712,27.8975,13.9996,42.9142,20719640000,1.8414,53.3557
LGA,Port Phillip (C),Port Phillip (C),ALL,1582,7.3983,5.8482,8.8417,14.6054,4.8353,25.9035,20532141000,-2.8065,0.7378
LGA,Stonnington (C),Stonnington (C),ALL,1597,7.5599,6.5751,8.4854,17.3616,4.4712,28.63,20668430000,3.6146,23.6341
LGA,Whitehorse (C),Whitehorse (C),ALL,1969,7.9298,6.8525,8.8863,17.8158,9.3168,27.653,20599460000,3.1907,30.8062
LGA,Whittlesea (C),Whittlesea (C),ALL,2169,9.4612,8.361,10.7064,7.1557,2.1133,12.7256,20612086100,4.444,4.0878
LGA,Wyndham (C),Wyndham (C),ALL,2226,9.2253,7.3106,11.6159,5.5741,0.9786,10.0312,20690180000,1.1628,0.008
LGA,Yarra (C),Yarra (C),ALL,1378,8.2655,7.1688,9.3915,11.0203,2.1461,20.825,20699300000,2.1818,33.9644
LGA,Yarra Ranges (S),Yarra Ranges (S),ALL,1389,5.9227,3.2367,8.0755,26.9273,11.1162,47.7888,20647734000,-3.0492,34.1667
SA3,20601,Brunswick - Coburg,ALL,1160,9.0061,8.2358,9.8047,9.9245,2.2319,16.7553,20465244000,4.8711,1.1824
SA3,20602,Darebin - South,ALL,743,8.0643,7.1618,8.96,12.9525,4.3093,21.7524,20631899640,4.9055,37.7704
SA3,20603,Essendon,ALL,866,9.3661,8.5323,10.2657,11.5611,4.9763,18.675,20452160000,5.2839,9.3176
SA3,20604,Melbourne City,ALL,1294,7.9689,6.0944,9.6012,11.7557,1.7073,23.0352,20675220000,-1.7678,0.0022
SA3,20605,Port Phillip,ALL,1610,7.3874,5.8249,8.848,14.4148,4.4297,25.8178,20532141000,-2.8065,0.7378
SA3,20606,Stonnington - West,ALL,988,7.3809,6.3755,8.3288,17.2948,3.6265,29.181,20668430000,3.6146,23.6341
SA3,20607,Yarra,ALL,1393,8.2584,7.1102,9.3901,11.0777,2.1834,20.9826,20699300000,2.1818,33.9644
SA3,20701,Boroondara,ALL,2230,7.4986,6.5867,8.409,19.0855,9.8797,27.525,20070781000,3.0069,4.3285
SA3,20702,Manningham - West,ALL,1083,8.5692,7.5903,9.4697,15.4135,8.8144,22.4629,20697980000,2.959,56.0742
SA3,20703,Whitehorse - West,ALL,1257,7.958,6.9486,8.8538,17.5885,9.2178,27.4423,20605970000,3.7746,50.9156
SA3,20801,Bayside,ALL,1277,7.3727,5.7373,8.8698,15.668,7.6577,22.449,20675950000,0.6177,0.577
SA3,20802,Glen Eira,ALL,1805,8.6305,7.8855,9.3865,12.3859,6.7301,18.232,20631928880,5.3011,39.2795
SA3,20803,Kingston,ALL,1802,8.8834,6.43,10.5181,8.8437,1.6982,14.5341,20677630000,1.073,0.1554
SA3,20804,Stonnington - East,ALL,609,7.8503,7.0489,8.6586,17.4699,7.1315,27.0404,20698900000,4.8668,41.0935
SA3,20901,Banyule,ALL,1556,8.2495,7.0366,9.3658,18.5171,9.5866,29.8358,20698000000,2.5175,51.2142
SA3,20902,Darebin - North,ALL,1180,8.8179,8.1156,9.4874,9.3845,4.0515,14.4006,20155520000,5.3,55.0647
SA3,20903,Nillumbik - Kinglake,ALL,615,6.9405,4.8438,8.6715,27.9201,14.0443,42.9158,20719640000,1.8414,53.3557
SA3,20904,Whittlesea - Wallan,ALL,2289,9.3096,7.9273,10.6582,7.169,1.9585,12.9061,20631958700,3.7535,12.313
SA3,21001,Keilor,ALL,810,9.9291,8.9339,10.7437,9.2973,3.0405,16.8447,20300931000,5.1973,2.6038
SA3,21003,Moreland - North,ALL,934,9.4515,8.7473,10.3148,8.9378,3.6785,14.1296,20470891000,5.8312,1.1636
SA3,21004,Sunbury,ALL,447,9.0273,7.8856,10.236,10.8762,3.4906,18.4005,20303930000,5.3137,14.2313
SA3,21005,Tullamarine - Broadmeadows,ALL,1605,9.3207,8.292,10.2781,6.9428,1.8435,11.8308,20294912000,3.9905,4.2082
SA3,21101,Knox,ALL,1725,7.5241,5.7801,8.8731,15.3716,7.627,24.4093,20631990990,0.433,53.6751
SA3,21102,Manningham - East,ALL,299,6.0798,4.0289,8.5277,29.3969,14.0456,43.3081,20719890000,2.3614,27.6543
SA3,21103,Maroondah,ALL,1376,7.0269,5.7504,8.2572,20.3907,9.9555,30.6942,20386960000,3.4457,43.0454
SA3,21104,Whitehorse - East,ALL,721,7.8773,6.7394,8.9784,18.2194,10.5394,28.1481,20599460000,3.1907,30.8062
SA3,21105,Yarra Ranges,ALL,1384,5.9266,3.2415,8.0767,26.8942,11.1129,47.7516,20647734000,-3.0492,34.1667
SA3,21201,Cardinia,ALL,913,9.8673,4.3531,13.2178,14.345,1.2174,43.7821,20101820000,0.9462,43.2483
SA3,21202,Casey - North,ALL,1456,10.1587,7.842,12.6126,11.6324,5.3268,19.7024,20123570000,2.8662,54.2899
SA3,21203,Casey - South,ALL,1518,11.399,8.8051,14.3096,8.0956,1.8931,14.8653,20128340000,2.7575,0.0448
SA3,21204,Dandenong,ALL,2259,9.3609,8.2998,10.4247,8.283,3.0702,13.3069,20631943960,0.9939,4.1175
SA3,21205,Monash,ALL,2088,8.4292,7.5434,9.2908,13.3554,6.5425,19.9971,20434530000,3.0358,20.8315
SA3,21301,Brimbank,ALL,2104,10.8153,9.9362,11.9444,6.4092,2.4656,10.4372,20631923010,1.898,1.4776
SA3,21302,Hobsons Bay,ALL,1203,7.8953,5.7431,10.0662,8.6547,2.9932,14.1986,20276230000,-1.094,0.3022
SA3,21303,Maribyrnong,ALL,1096,9.3513,7.6562,10.7716,9.0182,3.6632,14.559,20631989030,4.4666,3.1602
SA3,21304,Melton - Bacchus Marsh,ALL,1366,10.7442,9.2378,12.1766,5.772,0.9752,10.2428,20631951360,5.2487,2.932
SA3,21305,Wyndham,ALL,2282,9.2361,7.3559,11.5928,5.6512,1.0102,10.1191,20690180000,1.1628,0.008
SA3,21401,Frankston,ALL,1871,8.252,5.7782,10.0531,14.7293,5.3591,23.8212,20678490000,-0.841,0.0287
SA3,21402,Mornington Peninsula,ALL,3025,4.9238,1.551,7.9541,19.9094,6.6882,34.5645,20485780000,-7.4353,29.8191
SA2,206011105,Brunswick,ALL,363,8.954,8.1456,9.8023,8.2598,1.2317,14.257,20465244000,4.8711,1.1824
SA2,206011106,Brunswick East,ALL,147,8.6926,7.8791,9.5053,10.7709,2.3206,19.8659,20464890000,6.4575,20.3087
SA2,206011107,Brunswick West,ALL,206,9.1131,8.424,9.8194,11.8648,5.359,18.2636,20460970000,7.8247,12.02
SA2,206011108,Coburg,ALL,326,9.117,8.3061,10.0851,9.9274,3.8071,17.085,20720460000,5.9519,38.9401
SA2,206011109,Pascoe Vale South,ALL,118,9.064,8.3919,9.7185,10.5958,4.8308,15.9596,20471040000,7.6501,30.005
SA2,206021110,Alphington - Fairfield,ALL,132,7.7893,6.8835,8.828,14.7992,3.609,24.6239,20145264000,5.368,3.5985
SA2,206021111,Northcote,ALL,347,7.9038,6.9474,8.874,13.6466,4.0183,22.2313,20631899640,4.9055,37.7704
SA2,206021112,Thornbury,ALL,264,8.4127,7.7035,9.197,11.1169,5.8502,16.2313,20143980000,5.5543,54.2127
SA2,206031113,Ascot Vale,ALL,182,9.3607,8.5618,10.2755,10.9446,4.2425,17.12,20452160000,5.2839,9.3176
SA2,206031114,Essendon - Aberfeldie,ALL,363,9.5101,8.7837,10.3595,10.8446,5.492,16.0874,20715150000,5.9997,21.7649
SA2,206031115,Flemington,ALL,123,8.7392,7.6336,9.673,17.5143,6.2868,30.4046,20450811000,6.0753,34.4581
SA2,206031116,Moonee Ponds,ALL,198,9.4968,8.8084,10.2465,9.7434,3.7107,15.1294,20631973530,6.9973,33.0308
SA2,206041117,Carlton,ALL,197,8.3392,7.4042,9.2323,11.3976,3.105,19.7459,20631957110,6.5582,8.6615
SA2,206041118,Docklands,ALL,56,6.0549,3.848,8.5779,5.6666,1.0545,11.7444,20395440000,0.2674,0.0005
SA2,206041119,East Melbourne,ALL,90,7.6841,6.5916,8.6847,17.4504,8.7706,29.7264,20668210000,3.5727,44.1172
SA2,206041120,Flemington Racecourse,ALL,1,8.9869,8.9869,8.9869,7.289,7.289,7.289,20400290000,8.9869,7.289
SA2,206041121,Kensington (Vic.),ALL,160,9.0962,8.1624,10.4277,14.7197,5.2645,23.9698,20675310000,6.6582,8.1469
SA2,206041122,Melbourne,ALL,265,7.2632,5.6548,9.0419,5.8983,0.2762,12.9672,20393800000,2.8541,1.6519
SA2,206041123,North Melbourne,ALL,229,8.7388,7.5256,9.8473,13.6822,3.9663,28.3679,20398970000,5.8506,33.9004
SA2,206041124,Parkville,ALL,89,8.6467,7.5594,9.6656,16.8414,5.8264,27.1837,20400423000,6.3314,24.4071
SA2,206041125,South Yarra - West,ALL,95,7.053,5.9938,8.2677,18.6557,9.3944,28.149,20399990000,4.9841,29.6258
SA2,206041126,Southbank,ALL,98,7.2151,5.5391,9.0548,7.3406,0.4763,16.4788,20668140000,3.935,37.8455
SA2,206041127,West Melbourne,ALL,14,7.235,0.7734,11.3499,2.0989,0.018,4.4518,20675220000,-1.7678,0.0022
SA2,206051128,Albert Park,ALL,212,6.6008,5.6691,7.5085,12.9774,4.4122,21.1236,20631924050,3.1023,2.9135
SA2,206051129,Elwood,ALL,237,6.481,4.8483,8.1603,19.9844,10.3659,30.4734,20675630000,3.1621,5.9206
SA2,206051130,Port Melbourne,ALL,201,6.8038,5.7185,7.8495,11.8668,2.9316,22.4799,20532141000,-2.8065,0.7378
SA2,206051131,Port Melbourne Industrial,ALL,46,7.1604,5.4434,9.2762,5.0418,0.2353,9.8583,20399560000,-1.9021,0.0002
SA2,206051132,South Melbourne,ALL,223,8.3871,7.0138,9.726,12.3635,3.9745,23.033,20631956450,5.3407,33.1547
SA2,206051133,St Kilda,ALL,433,7.6302,6.3883,8.8414,14.9484,5.0606,26.057,20675520000,3.6326,3.0341
SA2,206051134,St Kilda East,ALL,258,8.0901,7.2767,8.8279,15.0133,6.0636,25.923,20524970000,6.3171,20.4199
SA2,206061135,Armadale,ALL,156,7.6202,6.9952,8.3964,16.5005,3.5634,25.2756,20547190000,6.0124,16.988
SA2,206061136,Prahran - Windsor,ALL,313,7.6939,6.9482,8.5104,14.1292,2.498,25.3273,20549660000,5.8964,58.2314
SA2,206061137,South Yarra - East,ALL,309,7.2591,6.2108,8.1939,17.1264,3.5256,30.2089,20668430000,3.6146,23.6341
SA2,206061138,Toorak,ALL,210,6.9158,5.9763,7.6897,22.8507,14.0508,31.5191,20720590000,4.5581,9.526
SA2,206071139,Abbotsford,ALL,110,7.8782,6.3498,9.248,11.7907,3.4966,21.4805,20639320000,4.429,35.2694
SA2,206071140,Carlton North - Princes Hill,ALL,113,8.7894,8.2865,9.4741,12.8156,6.567,20.6765,20668220000,5.3206,19.8586
SA2,206071141,Collingwood,ALL,123,8.7162,7.8803,9.4442,7.6446,1.427,15.7681,20637571000,6.8768,2.4409
SA2,206071142,Fitzroy,ALL,176,8.2297,7.3909,9.1166,10.7675,1.6366,20.2745,20639644000,5.9312,29.1032
SA2,206071143,Fitzroy North,ALL,179,8.2871,7.5684,9.1274,14.0152,5.7209,23.5308,20705140000,5.6627,22.8091
SA2,206071144,Richmond (Vic.),ALL,545,8.2437,7.1365,9.401,9.066,1.0355,17.8253,20645610000,3.3073,3.6197
SA2,206071145,Yarra - North,ALL,147,7.8052,5.6839,9.3833,16.3335,7.1648,33.504,20699300000,2.1818,33.9644
SA2,207011146,Ashburton (Vic.),ALL,103,7.8249,6.9022,8.5348,17.05,10.7044,22.2951,20065830000,5.2454,36.939
SA2,207011147,Balwyn,ALL,220,7.6104,6.8706,8.3727,19.1482,9.1879,26.2643,20060430000,5.6631,26.7425
SA2,207011148,Balwyn North,ALL,228,8.0349,7.185,8.8317,18.2437,12.8796,23.7129,20698350000,4.7704,43.483
SA2,207011149,Camberwell,ALL,275,7.4706,6.6387,8.2454,19.64,10.2892,27.9516,20631983730,6.0309,4.7202
SA2,207011150,Glen Iris - East,ALL,207,7.3279,6.565,8.0226,20.6027,12.4956,27.7677,20698940000,4.8766,47.0153
SA2,207011151,Hawthorn,ALL,331,7.4183,6.5311,8.2205,17.777,7.3749,26.7083,20067310000,4.2828,26.5735
SA2,207011152,Hawthorn East,ALL,206,7.5177,6.8173,8.3369,16.1544,4.9944,24.355,20070781000,3.0069,4.3285
SA2,207011153,Kew,ALL,342,7.544,6.6089,8.4392,19.3841,11.0647,29.0332,20699560000,3.5424,45.1329
SA2,207011154,Kew East,ALL,97,7.6356,6.7045,8.6799,20.3479,10.5642,32.243,20075180000,3.0228,35.9808
SA2,207011155,Surrey Hills (West) - Canterbury,ALL,221,6.8489,5.978,7.5968,22.4045,13.3088,30.7405,20065701000,5.0149,6.7354
SA2,207021156,Bulleen,ALL,145,8.5006,7.5327,9.4828,13.9593,7.7461,21.2017,20697980000,2.959,56.0742
SA2,207021157,Doncaster,ALL,257,8.5339,7.5694,9.4993,13.8095,7.9897,19.0122,20359350000,6.3865,31.3594
SA2,207021159,Templestowe,ALL,188,8.3222,7.1705,9.3669,18.7348,11.7483,28.5514,20361000000,5.3825,40.5479
SA2,207021160,Templestowe Lower,ALL,151,8.9043,8.2062,9.6361,15.7258,10.3947,20.9484,20688680000,5.1766,40.3147
SA2,207021424,Doncaster East (North),ALL,162,8.4855,7.8362,9.1857,17.353,10.5892,24.5894,20631911950,4.0225,59.753
SA2,207021425,Doncaster East (South),ALL,180,8.7272,8.1387,9.4462,13.3988,7.9311,18.0793,20369630000,5.3159,42.1252
SA2,207031161,Blackburn,ALL,280,7.6346,6.1928,8.7642,20.5982,9.7379,35.3095,20605970000,3.7746,50.9156
SA2,207031162,Blackburn South,ALL,115,8.1677,7.4255,8.723,17.4216,12.23,23.5931,20718910000,6.0958,48.5489
SA2,207031163,Box Hill,ALL,284,7.8788,7.0906,8.8407,16.3168,5.3032,24.3485,20593840000,4.7076,3.5363
SA2,207031164,Box Hill North,ALL,201,8.1897,7.5017,8.7643,17.8553,11.4355,24.9058,20594440000,6.1037,38.2408
SA2,207031165,Burwood,ALL,142,8.1138,7.3573,8.8891,14.0193,5.7946,19.0116,20589523000,4.4651,2.2905
SA2,207031166,Burwood East,ALL,116,8.5201,7.816,9.1866,13.5577,8.7501,17.9198,20601250000,3.777,1.8122
SA2,207031167,Surrey Hills (East) - Mont Albert,ALL,119,7.5797,6.9617,8.2629,21.4409,14.8732,27.2038,20587690000,6.0525,26.6674
SA2,208011168,Beaumaris,ALL,169,6.6116,4.5138,7.9898,18.986,12.6932,24.8636,20676500000,1.893,9.3626
SA2,208011169,Brighton (Vic.),ALL,331,7.2325,5.3562,8.5968,14.9152,3.9898,21.9279,20675950000,0.6177,0.577
SA2,208011170,Brighton East,ALL,177,8.37,7.7142,9.0336,16.5475,10.9322,20.8212,20043350000,7.0569,33.802
SA2,208011171,Cheltenham - Highett (West),ALL,151,8.3506,7.2918,9.2164,13.6845,4.8967,20.342,20052331000,5.4276,5.6233
SA2,208011172,Hampton,ALL,212,7.8414,6.3733,8.9775,14.4112,8.0083,19.9432,20052240000,2.7096,6.6927
SA2,208011173,Sandringham - Black Rock,ALL,237,6.3243,3.0457,7.9628,16.0844,7.706,22.7205,20052810000,0.7188,4.5763
SA2,208021174,Bentleigh - McKinnon,ALL,281,8.7276,8.1685,9.3579,10.4341,3.1597,14.7829,20194130000,6.579,46.9869
SA2,208021176,Carnegie,ALL,223,8.5307,7.75,9.3894,11.4291,6.2388,17.0511,20185120000,6.4165,21.2817
SA2,208021177,Caulfield - North,ALL,256,8.155,7.4945,8.8238,15.6089,9.0452,21.78,20631970050,5.7576,29.7117
SA2,208021178,Caulfield - South,ALL,215,8.7254,8.2769,9.2833,12.8141,8.0726,16.8888,20631997080,7.4476,5.271
SA2,208021179,Elsternwick,ALL,159,8.1831,7.3853,8.6761,14.416,6.5836,20.848,20631928880,5.3011,39.2795
SA2,208021180,Hughesdale,ALL,91,8.5474,7.9017,9.2891,11.6916,6.5995,15.5242,20426490000,7.3444,40.7915
SA2,208021181,Murrumbeena,ALL,113,8.4281,7.8499,9.0587,13.9369,8.7208,18.1177,20185620000,7.0341,9.07
SA2,208021182,Ormond - Glen Huntly,ALL,172,8.9848,8.2569,9.8548,12.7054,6.2034,18.5854,20190290000,7.2514,11.7184
SA2,208021426,Bentleigh East (North),ALL,156,9.1306,8.7004,9.5951,9.7009,6.5384,12.459,20197170000,7.1154,4.9744
SA2,208021427,Bentleigh East (South),ALL,139,9.0548,8.6498,9.6215,10.7573,7.3564,14.7919,20197730000,5.9852,19.3479
SA2,208031183,Aspendale Gardens - Waterways,ALL,91,9.7267,8.4406,10.6983,8.4669,4.569,12.6423,20676691000,3.9944,6.715
SA2,208031184,Braeside,ALL,33,9.2996,6.8742,10.8879,5.854,1.7327,11.6583,20309801000,6.668,6.2836
SA2,208031185,Carrum - Patterson Lakes,ALL,209,7.4818,4.8476,9.8512,7.8843,0.1458,14.1065,20677630000,1.073,0.1554
SA2,208031186,Chelsea - Bonbeach,ALL,241,8.6419,4.1307,10.5113,7.0548,1.0993,12.6645,20677710000,2.2843,1.9074
SA2,208031187,Chelsea Heights,ALL,65,9.8383,8.7672,10.8226,10.8314,6.6729,15.5127,20326100000,4.4559,7.1488
SA2,208031188,Cheltenham - Highett (East),ALL,308,10.0468,9.0727,10.9241,9.6409,2.7762,15.1205,20315881000,7.6302,0.9181
SA2,208031189,Edithvale - Aspendale,ALL,202,7.9325,3.5465,9.8809,7.4311,0.3857,13.0933,20677990000,2.4804,1.2015
SA2,208031190,Mentone,ALL,205,8.7674,7.1244,10.098,10.434,4.7447,15.2772,20631919460,2.9355,7.0164
SA2,208031191,Moorabbin - Heatherton,ALL,150,9.5409,8.7444,10.7085,8.8897,1.5083,15.4056,20310921000,6.8268,1.2637
SA2,208031192,Moorabbin Airport,ALL,2,11.3021,11.1876,11.4165,2.555,1.7078,3.4021,20319092000,11.159,3.6139
SA2,208031193,Mordialloc - Parkdale,ALL,296,8.7238,7.0716,10.039,10.0425,2.9996,15.5168,20676910000,2.6598,0.5211
SA2,208041194,Malvern - Glen Iris,ALL,319,7.8262,7.0304,8.5647,17.4213,7.0025,26.7676,20698900000,4.8668,41.0935
SA2,208041195,Malvern East,ALL,290,7.8769,7.0824,8.7702,17.5235,8.1552,27.0886,20698760000,5.4727,25.9583
SA2,209011196,Bundoora - East,ALL,105,9.212,8.6227,9.7781,11.1678,7.019,14.422,20024350000,7.4283,34.735
SA2,209011197,Greensborough,ALL,246,8.33,6.8206,9.4494,20.5233,11.6658,31.0538,20026081000,5.192,45.4313
SA2,209011198,Heidelberg - Rosanna,ALL,204,8.3096,7.4722,9.3675,17.5699,9.8369,26.367,20698000000,2.5175,51.2142
SA2,209011199,Heidelberg West,ALL,203,8.1881,7.5422,8.8917,13.6325,6.519,19.0881,20698020000,5.7534,8.7203
SA2,209011200,Ivanhoe,ALL,171,7.7473,6.7229,8.791,19.0678,9.7348,29.6397,20020900000,3.8463,44.0748
SA2,209011201,Ivanhoe East - Eaglemont,ALL,99,7.061,6.2928,7.8832,25.5278,17.0499,36.0164,20020910000,2.6064,54.4507
SA2,209011202,Montmorency - Briar Hill,ALL,201,7.8565,6.964,8.7109,25.2558,16.8915,33.8901,20688660000,5.0341,19.8573
SA2,209011203,Viewbank - Yallambie,ALL,219,8.6077,7.7095,9.4896,17.5273,11.012,27.8511,20693780000,4.4686,34.1851
SA2,209011204,Watsonia,ALL,108,9.0222,8.3413,9.6125,14.2299,9.251,18.9816,20023890000,7.345,8.7691
SA2,209021205,Kingsbury,ALL,96,8.7498,7.6973,9.472,14.2106,6.8578,22.1393,20155520000,5.3,55.0647
SA2,209021207,Reservoir - East,ALL,341,8.9819,8.4158,9.4653,9.1708,5.2715,13.0494,20155210000,6.9832,12.5944
SA2,209021208,Reservoir - West,ALL,304,8.7567,8.0809,9.4376,8.6866,4.0445,13.0024,20707080000,6.3353,19.3928
SA2,209021428,Preston - East,ALL,288,8.8259,8.1131,9.7714,8.1544,2.0632,13.1275,20152180000,6.4371,2.1264
SA2,209021429,Preston - West,ALL,151,8.5989,7.9188,9.3133,10.5501,5.8733,14.8481,20707030000,6.1847,12.3837
SA2,209031209,Eltham,ALL,263,7.0806,5.8315,8.2968,29.6971,19.3966,39.53,20513300000,3.181,31.9245
SA2,209031210,Hurstbridge,ALL,38,5.7816,4.693,6.8497,35.2404,22.4648,44.9021,20517040000,3.5227,53.0747
SA2,209031212,Panton Hill - St Andrews,ALL,18,4.8732,4.1411,5.7102,35.9717,20.7601,46.0209,20517570000,3.9786,48.7498
SA2,209031213,Plenty - Yarrambat,ALL,82,8.199,6.9367,9.7606,17.6687,9.4845,26.359,20517110000,4.7811,27.738
SA2,209031214,Research - North Warrandyte,ALL,71,4.8131,2.8343,6.5577,38.1066,25.395,50.3148,20719640000,1.8414,53.3557
SA2,209031215,Wattle Glen - Diamond Creek,ALL,143,7.5858,5.8684,8.968,22.5141,12.6037,34.8871,20514810000,3.8142,48.6942
SA2,209041216,Bundoora - North,ALL,69,9.2575,7.3442,10.4414,9.2117,4.1021,14.4495,20612086100,4.444,4.0878
SA2,209041217,Bundoora - West,ALL,88,8.9642,7.9273,9.6794,10.343,5.3368,16.3302,20611970000,6.4607,6.3372
SA2,209041219,Lalor,ALL,253,9.3767,8.6168,10.346,5.2678,2.3615,8.2174,20632004360,7.3236,2.9201
SA2,209041220,Mill Park - North,ALL,187,9.0068,8.6031,9.5984,9.3473,5.4959,12.9446,20609920000,4.7807,12.016
SA2,209041221,Mill Park - South,ALL,129,9.2495,8.599,9.7755,9.9106,5.7519,14.6471,20717030000,5.9703,19.1402
SA2,209041223,Thomastown,ALL,279,9.2527,8.4332,10.0804,5.3172,2.4325,8.7643,20617671000,4.9419,2.2263
SA2,209041224,Wallan,ALL,120,6.5705,5.2887,7.8251,7.4099,0.7887,17.8732,20631958700,3.7535,12.313
SA2,209041225,Whittlesea,ALL,67,8.6815,7.5718,10.17,10.4766,3.2462,17.7672,20607170000,5.6451,19.4183
SA2,209041430,Doreen,ALL,210,10.0792,8.251,11.5359,7.2062,1.8066,13.8991,20608699000,5.46,5.5924
SA2,209041431,Epping - East,ALL,128,8.9963,8.0806,9.8204,7.8643,3.7528,11.5079,20619020000,6.9781,20.9025
SA2,209041432,Epping - South,ALL,132,9.2251,8.121,10.0976,7.3689,2.7288,11.9911,20608623000,6.3611,2.7222
SA2,209041433,Epping - West,ALL,121,9.5315,8.5332,10.2783,5.3658,1.3038,9.3596,20631947940,7.2283,5.9927
SA2,209041434,Mernda,ALL,174,10.3791,8.7463,11.5962,6.2191,1.0805,12.2779,20607600000,5.3527,19.1677
SA2,209041435,South Morang (North),ALL,114,9.8823,8.7591,10.8719,7.658,3.2297,13.6758,20608530000,6.5095,20.6609
SA2,209041436,South Morang (South),ALL,129,9.4236,8.0678,10.6843,9.0634,3.9207,12.7983,20631918530,4.6213,1.647
SA2,209041437,Wollert,ALL,89,10.038,9.1594,10.6753,1.8435,0.1692,3.8928,20631903600,7.8133,0.6764
SA2,210011226,Airport West,ALL,126,9.9039,9.2228,10.5908,7.1854,1.3548,11.1522,20456753000,7.9273,3.0413
SA2,210011227,Essendon Airport,ALL,1,11.2197,11.2197,11.2197,1.3777,1.3777,1.3777,20456931000,11.2197,1.3777
SA2,210011228,Keilor,ALL,152,9.6992,8.1336,10.7845,10.4234,2.1729,19.8103,20300931000,5.1973,2.6038
SA2,210011229,Keilor East,ALL,316,10.1044,9.315,10.757,8.1046,3.8292,13.8914,20700490000,6.07,13.8113
SA2,210011230,Niddrie - Essendon West,ALL,92,9.7426,8.9205,10.4565,9.3277,3.2655,15.5995,20715300000,6.9195,12.4013
SA2,210011231,Strathmore,ALL,123,9.9174,8.9426,11.1078,13.1749,6.7638,20.0051,20451150000,7.8233,14.6259
