area_type,area_code,area_name,scope,n_blocks,uhi_mean,uhi_p10,uhi_p90,canopy_mean,canopy_p10,canopy_p90,coolest_mb_code,coolest_uhi,coolest_canopy_pct
SA2,209011204,Watsonia,RESIDENTIAL,96,9.0341,8.544,9.556,13.7529,9.8649,18.2686,20026260000,7.8433,13.6765
SA2,209021205,Kingsbury,RESIDENTIAL,80,8.8705,8.1053,9.4994,13.2293,6.9485,20.1626,20631933980,6.0708,38.4346
SA2,209021207,Reservoir - East,RESIDENTIAL,290,8.9474,8.4591,9.4031,8.9904,5.6201,12.2841,20155210000,6.9832,12.5944
SA2,209021208,Reservoir - West,RESIDENTIAL,252,8.7037,8.1334,9.3059,8.0621,4.8917,11.7021,20146630000,7.1827,9.2494
SA2,209021428,Preston - East,RESIDENTIAL,202,8.6867,8.1537,9.2556,9.0846,4.6669,13.0647,20631925380,7.2269,13.2854
SA2,209021429,Preston - West,RESIDENTIAL,135,8.6132,7.9722,9.2847,9.8774,5.9129,13.277,20151670000,7.0251,17.3487
SA2,209031209,Eltham,RESIDENTIAL,207,7.1447,6.1284,8.1783,30.3621,20.3531,39.2791,20512160000,4.3707,39.5534
SA2,209031210,Hurstbridge,RESIDENTIAL,25,6.0091,4.7727,6.8652,36.0205,24.7311,42.9213,20517250000,4.5462,50.4057
SA2,209031212,Panton Hill - St Andrews,RESIDENTIAL,5,4.9714,4.4134,5.6325,36.9588,30.6306,44.1971,20517270000,4.3746,43.5867
SA2,209031213,Plenty - Yarrambat,RESIDENTIAL,63,8.2841,7.0451,9.5572,16.1896,9.2838,24.4566,20515230000,6.1001,26.6299
SA2,209031214,Research - North Warrandyte,RESIDENTIAL,42,5.0126,3.653,6.544,38.4103,27.0634,48.8881,20513810000,2.9275,40.4157
SA2,209031215,Wattle Glen - Diamond Creek,RESIDENTIAL,111,7.8275,6.5974,9.0443,22.1313,12.9024,32.333,20514810000,3.8142,48.6942
SA2,209041216,Bundoora - North,RESIDENTIAL,57,9.5451,8.4088,10.4996,8.1905,4.1121,12.5252,20631925620,5.7885,12.4568
SA2,209041217,Bundoora - West,RESIDENTIAL,68,9.0179,8.2659,9.5865,8.7665,5.5086,12.6517,20631901670,7.6459,4.3336
SA2,209041219,Lalor,RESIDENTIAL,213,9.3246,8.6523,10.2534,5.0226,2.7422,7.5003,20632004360,7.3236,2.9201
SA2,209041220,Mill Park - North,RESIDENTIAL,168,9.0688,8.6356,9.5752,8.6794,5.649,12.1277,20611901000,8.0667,25.328
SA2,209041221,Mill Park - South,RESIDENTIAL,114,9.346,8.8214,9.7802,9.7644,6.2517,13.4063,20609260000,8.2958,11.7965
SA2,209041223,Thomastown,RESIDENTIAL,190,9.2466,8.7998,9.8148,5.1174,3.1638,7.2583,20615250000,7.5851,4.5172
SA2,209041224,Wallan,RESIDENTIAL,101,6.5871,5.2893,7.8249,7.6398,0.8118,17.8269,20631997280,4.7694,18.2901
SA2,209041225,Whittlesea,RESIDENTIAL,49,8.9272,7.8849,10.2383,9.9541,3.0276,16.9591,20631990650,6.4116,2.3427
SA2,209041430,Doreen,RESIDENTIAL,183,10.3202,9.0147,11.6066,6.7053,1.7269,13.0497,20608699000,5.46,5.5924
SA2,209041431,Epping - East,RESIDENTIAL,111,9.0583,8.2929,9.8085,6.9802,3.7012,9.9715,20613600000,7.2104,17.9493
SA2,209041432,Epping - South,RESIDENTIAL,80,9.3126,8.7471,9.8637,7.2999,4.1169,11.0054,20614760000,7.7552,12.2454
SA2,209041433,Epping - West,RESIDENTIAL,100,9.6453,8.6532,10.326,5.0862,1.3187,9.0317,20631981700,7.5728,0.4439
SA2,209041434,Mernda,RESIDENTIAL,154,10.6264,9.4953,11.6308,5.6236,1.0537,10.797,20631945930,6.8339,20.2161
SA2,209041435,South Morang (North),RESIDENTIAL,99,10.0476,9.0434,10.9106,7.1661,3.2189,12.3015,20608804600,7.9939,7.1146
SA2,209041436,South Morang (South),RESIDENTIAL,112,9.7155,8.8981,10.7253,8.1378,4.0612,11.8115,20608862000,7.3073,18.8902
SA2,209041437,Wollert,RESIDENTIAL,82,10.1041,9.3575,10.7213,1.507,0.14,3.1753,20631903600,7.8133,0.6764
SA2,210011226,Airport West,RESIDENTIAL,79,9.9529,9.3793,10.4964,6.1627,3.6107,9.6691,20453430000,8.9153,8.1249
SA2,210011228,Keilor,RESIDENTIAL,78,10.0426,9.3426,10.7174,11.3825,5.9089,18.1578,20075750000,8.581,16.3098
SA2,210011229,Keilor East,RESIDENTIAL,256,10.2063,9.7144,10.7176,7.2391,4.1643,10.7859,20454000000,8.3211,13.3248
SA2,210011230,Niddrie - Essendon West,RESIDENTIAL,74,9.8301,9.0449,10.4615,8.8669,5.2476,14.3019,20456220000,8.5114,23.9723
SA2,210011231,Strathmore,RESIDENTIAL,86,9.8988,9.0974,10.6294,11.4612,7.8718,15.139,20446990000,8.4915,14.1424
SA2,210031236,Coburg North,RESIDENTIAL,79,8.9509,8.1958,9.5196,9.4043,3.4939,13.7688,20631994450,7.4335,17.0666
SA2,210031237,Fawkner,RESIDENTIAL,126,9.3738,8.8955,9.8085,6.7798,4.6712,9.0,20473490000,8.2136,18.3343
SA2,210031239,Pascoe Vale,RESIDENTIAL,245,9.4155,8.9698,9.9963,8.8628,5.3543,12.8344,20470650000,8.1886,17.6817
SA2,210031438,Glenroy,RESIDENTIAL,211,9.5906,9.2217,10.2592,8.016,4.9108,11.0249,20631962200,8.4407,6.6227
SA2,210031439,Gowanbrae,RESIDENTIAL,24,10.9392,10.4719,11.381,5.5875,2.8052,8.8785,20476690000,10.356,11.0065
SA2,210031440,Hadfield,RESIDENTIAL,61,9.5659,9.2905,9.9481,6.0106,3.7696,8.0554,20631928660,8.8351,9.0013
SA2,210041240,Sunbury,RESIDENTIAL,99,8.5043,7.3787,9.3611,12.9527,5.5764,20.5657,20301580000,6.9501,20.6523
SA2,210041241,Sunbury - South,RESIDENTIAL,264,9.2811,8.3541,10.3426,9.387,3.0814,14.8253,20301890000,7.7435,14.0069
SA2,210051242,Broadmeadows,RESIDENTIAL,104,9.2594,8.7226,9.7591,8.5086,5.595,11.8706,20289430000,7.8033,17.8769
SA2,210051243,Campbellfield - Coolaroo,RESIDENTIAL,134,9.3792,8.803,9.8869,6.4876,3.3782,9.7106,20631912450,7.8124,3.7254
SA2,210051245,Gladstone Park - Westmeadows,RESIDENTIAL,159,9.9713,9.2346,10.5348,8.4858,5.3243,12.1877,20291670000,8.5424,29.2284
SA2,210051246,Greenvale - Bulla,RESIDENTIAL,136,9.4054,8.7019,10.1969,7.4594,1.0366,14.1244,20631987340,7.6203,6.1008
SA2,210051247,Meadow Heights,RESIDENTIAL,106,9.5665,9.1978,10.0248,6.5297,3.7968,9.9987,20293330000,8.7301,6.3552
SA2,210051249,Roxburgh Park - Somerton,RESIDENTIAL,154,9.5096,9.0076,9.9486,6.9908,2.6265,11.2111,20298611000,7.2151,6.134
SA2,210051250,Tullamarine,RESIDENTIAL,68,10.0229,9.3755,10.6158,7.0803,3.9881,10.7304,20290390000,8.9676,12.7775
SA2,210051441,Craigieburn - Central,RESIDENTIAL,67,8.448,7.9086,8.8132,7.7683,5.3198,10.82,20631952610,7.5543,11.2599
SA2,210051442,Craigieburn - North,RESIDENTIAL,82,8.8418,7.8991,9.6294,6.7279,3.2696,11.8736,20631936370,7.5007,10.0571
SA2,210051443,Craigieburn - South,RESIDENTIAL,125,8.976,8.2905,9.8291,6.1911,1.8166,9.5009,20300198000,7.494,6.7442
SA2,210051444,Craigieburn - West,RESIDENTIAL,109,9.1913,8.3103,9.8652,2.7247,0.5917,5.9797,20631973150,5.7606,4.5009
SA2,210051445,Mickleham - Yuroke,RESIDENTIAL,4,9.3367,8.9825,9.6284,1.27,0.8765,1.7515,20631966900,8.833,1.2357
SA2,211011251,Bayswater,RESIDENTIAL,117,7.8653,7.3006,8.5494,13.5085,9.5043,17.2928,20331170000,5.6305,16.6151
SA2,211011254,Knoxfield - Scoresby,RESIDENTIAL,138,8.2449,7.5426,9.1216,12.4396,5.572,18.4745,20631994260,6.4307,12.6785
SA2,211011255,Lysterfield,RESIDENTIAL,50,7.5438,7.0131,8.073,15.4087,9.9344,20.7239,20341282000,5.758,8.1387
SA2,211011256,Rowville - Central,RESIDENTIAL,123,8.1093,7.4498,8.6644,12.0889,8.2607,15.3747,20340810000,5.4188,19.6787
SA2,211011257,Rowville - North,RESIDENTIAL,60,8.3807,7.6902,9.0137,10.2718,6.3193,14.7189,20339020000,6.9637,9.8388
SA2,211011258,Rowville - South,RESIDENTIAL,83,8.5556,7.4287,9.35,11.9055,6.2367,18.9941,20339500000,5.8042,17.1114
SA2,211011259,Wantirna,RESIDENTIAL,121,8.1816,7.514,8.7555,14.3707,10.4915,17.8574,20336800000,6.0675,40.1104
SA2,211011260,Wantirna South,RESIDENTIAL,152,8.382,7.7621,9.094,12.2362,7.9886,15.9629,20334800000,5.7347,31.0855
SA2,211011446,Boronia,RESIDENTIAL,239,7.085,5.8925,8.0656,18.7473,10.3585,29.1189,20333610000,1.7528,38.5202
SA2,211011447,Ferntree Gully (North),RESIDENTIAL,142,6.7326,4.9749,8.0896,18.6068,10.6652,29.0667,20333600000,1.7598,34.7168
SA2,211011448,Ferntree Gully (South) - Upper Ferntree Gully,RESIDENTIAL,140,7.0633,5.1726,8.1382,17.1327,9.724,25.0902,20330981000,1.9548,47.8459
SA2,211011449,The Basin,RESIDENTIAL,40,4.5964,2.6358,6.3957,34.8193,20.7411,49.1828,20330730000,1.4665,46.2543
SA2,211021261,Donvale - Park Orchards,RESIDENTIAL,166,6.5435,4.1069,8.7264,26.5914,13.6412,42.6632,20357440000,3.0988,48.5848
SA2,211021262,Warrandyte - Wonga Park,RESIDENTIAL,70,5.7112,4.7408,6.8495,32.8152,22.4622,42.0889,20357020000,3.3933,49.1085
SA2,211031263,Bayswater North,RESIDENTIAL,120,7.0849,6.0535,8.1633,19.5455,12.1777,26.1672,20386950000,3.9081,35.491
SA2,211031265,Croydon Hills - Warranwood,RESIDENTIAL,159,6.9514,5.9009,8.0238,23.2217,15.7838,32.6386,20386490000,3.7527,50.8505
SA2,211031266,Ringwood,RESIDENTIAL,199,7.4038,6.3138,8.3664,16.1059,10.2288,21.9518,20391990000,5.1754,10.9576
SA2,211031267,Ringwood East,RESIDENTIAL,217,6.7952,5.7603,7.6383,21.9064,15.2817,29.5059,20384710000,4.1614,37.8154
SA2,211031268,Ringwood North,RESIDENTIAL,87,6.555,5.4067,7.638,22.89,14.5054,33.0165,20390800000,4.6142,33.6439
SA2,211031450,Croydon - East,RESIDENTIAL,173,7.1823,6.3192,8.3085,20.0267,12.7166,26.213,20386090000,4.7876,36.6028
SA2,211031451,Croydon - West,RESIDENTIAL,139,7.0775,5.7395,8.2457,20.1789,10.9666,29.0382,20386940000,4.3717,36.4626
SA2,211031452,Croydon South,RESIDENTIAL,49,6.666,5.6008,7.4209,21.3993,16.5699,28.7448,20383430000,4.6311,37.899
SA2,211041269,Forest Hill,RESIDENTIAL,107,8.0506,7.3307,8.6908,16.3856,11.0047,22.3821,20595790000,6.2294,31.1959
SA2,211041270,Mitcham (Vic.),RESIDENTIAL,175,7.6423,6.6454,8.6242,20.4298,12.9871,28.3702,20596190000,5.1827,41.9397
SA2,211041271,Nunawading,RESIDENTIAL,117,7.8932,7.198,8.5636,17.2017,12.2442,22.8437,20602460000,6.4617,28.2046
SA2,211041272,Vermont,RESIDENTIAL,102,7.7574,6.797,8.6713,19.2954,12.0012,26.9209,20599170000,5.5513,28.6907
SA2,211041273,Vermont South,RESIDENTIAL,99,8.4494,7.5313,9.244,15.3295,11.2522,20.2647,20594660000,5.9067,34.6715
SA2,211051274,Belgrave - Selby,RESIDENTIAL,46,4.7441,3.2905,5.9364,47.651,40.933,56.5104,20648000000,1.4485,50.3891
SA2,211051275,Chirnside Park,RESIDENTIAL,79,7.451,6.8094,8.018,15.516,9.9723,19.9906,20656413000,4.9527,8.3453
SA2,211051276,Healesville - Yarra Glen,RESIDENTIAL,107,4.9729,3.1519,7.103,28.9049,14.3385,48.5526,20659962000,1.5991,55.119
SA2,211051277,Kilsyth,RESIDENTIAL,86,6.6867,5.895,7.3808,19.5655,13.3098,25.9734,20658020000,3.7576,23.1028
SA2,211051278,Lilydale - Coldstream,RESIDENTIAL,157,7.0481,5.2583,8.4615,18.2466,8.9353,28.9561,20657570000,2.7932,54.7168
SA2,211051279,Monbulk - Silvan,RESIDENTIAL,27,4.9818,3.8423,6.4538,34.9428,23.876,44.3092,20661900000,1.7128,50.5433
SA2,211051280,Montrose,RESIDENTIAL,56,4.8262,3.2206,6.1609,34.1715,23.8264,44.7615,20658490000,1.9566,47.4185
SA2,211051281,Mooroolbark,RESIDENTIAL,201,7.0093,5.9307,8.0257,18.5103,12.286,25.125,20655020000,3.0317,56.1384
SA2,211051282,Mount Dandenong - Olinda,RESIDENTIAL,2,1.1638,0.0359,2.2918,52.5706,46.1454,58.9958,20650920000,-0.2461,60.6021
SA2,211051283,Mount Evelyn,RESIDENTIAL,76,5.4174,3.9584,6.8218,36.8144,28.1314,48.6654,20657470000,2.4122,55.4586
SA2,211051284,Upwey - Tecoma,RESIDENTIAL,93,4.4662,2.6617,6.4337,45.9303,37.4283,55.1905,20648600000,0.8547,48.7136
SA2,211051285,Wandin - Seville,RESIDENTIAL,40,7.1386,5.9165,8.309,25.0692,16.8955,33.3717,20661230000,5.004,25.3054
SA2,211051286,Yarra Valley,RESIDENTIAL,109,5.126,1.3938,9.0971,33.2966,18.5775,50.8132,20662072000,-0.2966,55.6174
SA2,212011287,Beaconsfield - Officer,RESIDENTIAL,116,11.8255,9.7865,14.2946,7.219,1.145,13.5414,20631986600,7.9212,29.1574
SA2,212011288,Bunyip - Garfield,RESIDENTIAL,53,7.0703,5.3176,8.5577,15.2541,6.2772,27.814,20100601000,4.2255,31.6729
SA2,212011289,Emerald - Cockatoo,RESIDENTIAL,116,4.3988,2.6166,6.348,46.1188,30.862,59.8266,20102444000,1.4096,53.938
SA2,212011290,Koo Wee Rup,RESIDENTIAL,31,10.2602,9.1234,11.8401,6.4539,0.0809,10.9761,20106290000,8.4766,9.7444
SA2,212011291,Pakenham - North,RESIDENTIAL,154,11.9902,10.7964,13.2941,7.1154,1.18,12.7794,20631958680,7.7576,6.0212
SA2,212011292,Pakenham - South,RESIDENTIAL,269,12.0803,10.6435,13.3617,6.257,0.7174,11.8628,20103050000,7.8072,14.1931
SA2,212021293,Berwick - North,RESIDENTIAL,227,11.0465,9.6482,12.1637,15.172,8.8174,22.3918,20106430000,7.6825,16.4435
SA2,212021294,Berwick - South,RESIDENTIAL,208,12.7843,11.4194,14.0725,8.93,3.7866,13.8519,20631957510,10.3814,10.2479
SA2,212021295,Doveton,RESIDENTIAL,98,8.3373,7.9717,8.778,8.5799,5.959,11.3003,20124570000,7.6233,8.8934
SA2,212021297,Hallam,RESIDENTIAL,87,9.4929,8.7386,10.2964,8.3039,4.9274,12.4015,20124970000,8.2653,9.091
SA2,212021299,Narre Warren North,RESIDENTIAL,71,8.083,6.0546,10.0823,14.9644,7.3835,23.59,20127930000,5.1037,9.2933
SA2,212021453,Endeavour Hills - North,RESIDENTIAL,97,8.2843,6.9434,9.1901,10.6668,7.0711,15.2098,20124440000,5.0269,19.9298
SA2,212021454,Endeavour Hills - South,RESIDENTIAL,112,8.985,8.2716,9.7824,9.4651,6.825,12.5476,20124900000,7.9701,5.8849
SA2,212021455,Narre Warren - North East,RESIDENTIAL,120,11.5733,10.3564,12.2721,9.4409,6.7291,12.2267,20114300000,8.7066,10.5937
SA2,212021456,Narre Warren - South West,RESIDENTIAL,127,11.2894,9.2904,12.5147,10.179,5.0957,14.0015,20126030000,8.3495,9.609
SA2,212031300,Cranbourne,RESIDENTIAL,198,11.6812,9.2809,13.7858,9.398,3.4484,13.88,20122311000,7.5838,13.8797
SA2,212031301,Cranbourne East,RESIDENTIAL,190,13.9932,12.8339,15.0154,3.5425,0.79,6.5663,20631926890,9.4789,23.7413
SA2,212031302,Cranbourne North,RESIDENTIAL,159,12.647,8.9667,15.0212,6.9016,1.8501,12.4045,20121300000,7.305,19.9096
SA2,212031303,Cranbourne South,RESIDENTIAL,43,10.2795,8.7372,12.1229,7.5421,2.2886,14.3138,20631995990,8.0946,8.2767
SA2,212031304,Cranbourne West,RESIDENTIAL,119,10.4965,9.2903,11.7619,4.836,0.9418,9.4396,20122490000,8.2062,4.6344
SA2,212031305,Hampton Park - Lynbrook,RESIDENTIAL,204,9.6702,8.8033,10.7242,8.3514,4.3601,12.3384,20121940000,5.7506,5.3482
SA2,212031306,Lynbrook - Lyndhurst,RESIDENTIAL,108,10.4485,9.4525,11.5705,6.4471,1.938,12.1527,20122373220,7.7099,5.7016
SA2,212031308,Pearcedale - Tooradin,RESIDENTIAL,55,8.2799,6.7321,10.3826,18.882,11.3863,30.0932,20128870000,4.7909,16.8864
SA2,212031457,Narre Warren South (East),RESIDENTIAL,108,13.1389,11.5401,14.3044,10.3597,5.2876,16.205,20109310000,10.4748,21.539
SA2,212031458,Narre Warren South (West),RESIDENTIAL,129,12.5546,10.3269,14.0594,8.5844,4.8158,14.6313,20107920000,8.5601,24.5965
SA2,212041309,Clarinda - Oakleigh South,RESIDENTIAL,115,9.9517,9.2702,10.6678,8.4057,4.8993,12.8056,20310320000,8.6897,16.0446
SA2,212041310,Clayton South,RESIDENTIAL,129,9.7303,9.1358,10.369,7.1276,4.2135,9.7583,20307180000,7.9716,11.1378
SA2,212041311,Dandenong,RESIDENTIAL,298,9.1756,8.3337,9.9067,7.859,3.8217,12.3864,20631956750,6.1486,15.3236
SA2,212041312,Dandenong North,RESIDENTIAL,217,8.7701,8.3032,9.2076,8.6518,5.5214,12.171,20221050000,7.1846,12.9384
SA2,212041313,Dingley Village,RESIDENTIAL,102,9.8772,9.1556,10.4037,12.4968,8.8017,16.9569,20315140000,7.4631,17.0673
SA2,212041314,Keysborough,RESIDENTIAL,219,10.1916,9.3538,11.3588,5.9761,0.8581,9.9054,20631958720,8.1856,12.9915
SA2,212041316,Noble Park North,RESIDENTIAL,69,8.6369,8.1297,9.2094,9.035,6.8775,11.4588,20224090000,7.7238,12.4264
SA2,212041317,Springvale,RESIDENTIAL,189,9.2432,8.4777,9.8942,7.5601,4.6684,10.4072,20228690000,6.1587,12.1295
SA2,212041318,Springvale South,RESIDENTIAL,109,9.9152,9.391,10.4287,8.24,5.2354,11.8721,20227231000,8.1738,13.4054
SA2,212041459,Noble Park - East,RESIDENTIAL,135,8.9723,8.2941,9.438,9.8608,6.2866,14.515,20220800000,7.6847,10.6544
SA2,212041460,Noble Park - West,RESIDENTIAL,181,9.4712,9.0471,10.014,7.4798,4.9192,10.4237,20229240000,8.3138,4.7886
SA2,212051319,Ashwood - Chadstone,RESIDENTIAL,193,8.4933,7.8779,9.1966,12.4473,8.1053,17.0195,20426100000,6.5361,17.3215
SA2,212051320,Clayton,RESIDENTIAL,190,9.0142,8.1646,9.5915,10.3333,5.6839,15.5436,20443610000,4.8842,1.0133
SA2,212051321,Glen Waverley - East,RESIDENTIAL,191,8.348,7.718,8.9651,14.9419,11.0094,19.4262,20433820000,6.748,6.9253
SA2,212051322,Glen Waverley - West,RESIDENTIAL,190,8.234,7.5906,8.9011,14.3866,10.3914,19.6868,20442990000,6.6391,27.967
SA2,212051323,Mount Waverley - North,RESIDENTIAL,157,8.1066,7.3696,8.8057,15.9717,11.4847,21.7,20441210000,5.8766,27.3394
SA2,212051324,Mount Waverley - South,RESIDENTIAL,190,8.2429,7.2394,9.0193,14.5893,9.9732,20.6262,20441700000,6.2031,17.8786
SA2,212051325,Mulgrave,RESIDENTIAL,177,8.7869,8.2238,9.2797,11.1729,7.0841,15.3659,20435420000,7.4417,12.6535
SA2,212051326,Oakleigh - Huntingdale,RESIDENTIAL,225,8.6414,8.051,9.3122,11.4574,7.4569,16.6589,20631943030,6.0736,13.738
SA2,212051327,Wheelers Hill,RESIDENTIAL,174,8.3249,7.6708,9.0024,15.3364,10.0708,22.2636,20434900000,6.7037,24.9023
SA2,213011328,Ardeer - Albion,RESIDENTIAL,78,10.3924,9.9243,10.8986,8.0194,5.3216,11.1407,20088272000,9.6809,18.0618
SA2,213011329,Cairnlea,RESIDENTIAL,76,11.8283,11.1481,12.2549,5.9588,3.3326,10.1377,20085250000,10.8642,4.5381
SA2,213011330,Deer Park - Derrimut,RESIDENTIAL,216,11.4754,10.4357,12.6264,4.6442,1.9174,7.4345,20085130000,9.4386,5.9453
SA2,213011331,Delahey,RESIDENTIAL,72,11.3494,10.9882,11.8927,5.1583,2.9379,7.7978,20076650000,10.2941,7.5731
SA2,213011332,Keilor Downs,RESIDENTIAL,124,10.7298,10.3312,11.246,6.9162,3.9325,9.964,20079490000,9.4027,9.7854
SA2,213011333,Kings Park (Vic.),RESIDENTIAL,120,10.8471,10.5134,11.2674,5.0103,2.7639,7.0073,20092040000,9.1767,13.4859
SA2,213011334,St Albans - North,RESIDENTIAL,193,10.528,10.1016,11.0327,6.1507,3.9702,8.4932,20075910000,9.5551,5.2154
SA2,213011335,St Albans - South,RESIDENTIAL,146,10.8115,10.3636,11.5054,5.1909,3.203,7.2868,20089450000,9.7666,4.0076
SA2,213011336,Sunshine,RESIDENTIAL,87,9.9435,9.1749,10.7347,9.7405,6.8752,13.4593,20092970000,8.4808,7.5032
SA2,213011337,Sunshine North,RESIDENTIAL,104,10.6081,10.2547,11.1505,6.1709,4.1022,8.1711,20093373000,7.0128,36.9218
SA2,213011338,Sunshine West,RESIDENTIAL,158,10.4134,9.7424,11.1411,5.6656,2.8993,8.9437,20631941810,7.1408,3.7855
SA2,213011339,Sydenham,RESIDENTIAL,109,11.5291,11.045,12.0681,5.3077,3.1519,8.0083,20631978730,10.9507,8.0027
SA2,213011340,Taylors Lakes,RESIDENTIAL,142,10.7485,10.3246,11.1386,6.7737,3.9786,10.4116,20083870000,9.2101,15.1721
SA2,213021341,Altona,RESIDENTIAL,157,7.5857,6.7904,8.4651,8.8713,5.6161,12.5873,20281190000,4.4297,8.895
SA2,213021342,Altona Meadows,RESIDENTIAL,179,9.7831,9.02,10.5333,5.7105,2.9087,8.3105,20276690000,8.2248,6.4241
SA2,213021343,Altona North,RESIDENTIAL,131,8.9079,8.2293,9.5153,7.1268,4.3467,9.7257,20280530000,7.4883,8.0425
SA2,213021344,Newport,RESIDENTIAL,180,7.6317,6.3523,8.9074,10.7269,7.2586,14.051,20283960000,5.7201,14.2159
SA2,213021345,Seabrook,RESIDENTIAL,44,10.2436,9.7876,10.7457,7.3497,4.6566,10.5394,20276810000,9.148,10.7238
SA2,213021346,Williamstown,RESIDENTIAL,161,6.2826,5.2024,7.35,11.3418,6.7829,18.1584,20282620000,3.8228,27.8076
SA2,213031347,Braybrook,RESIDENTIAL,173,9.9492,9.054,10.7718,8.1461,4.9138,11.2327,20631967390,4.7076,2.8356
SA2,213031348,Footscray,RESIDENTIAL,182,9.4696,8.4725,10.6571,9.1743,3.6974,14.7085,20379240000,7.1004,9.2848
SA2,213031349,Maribyrnong,RESIDENTIAL,119,10.2694,9.3505,11.2339,9.3622,4.574,15.885,20631965770,5.8671,8.5457
SA2,213031350,Seddon - Kingsville,RESIDENTIAL,106,8.1092,6.8909,9.2158,9.781,5.7615,13.4816,20374910000,6.7182,8.5453
SA2,213031351,West Footscray - Tottenham,RESIDENTIAL,120,9.471,8.8571,10.088,9.4429,5.7514,12.9664,20379790000,7.947,8.9407
SA2,213031352,Yarraville,RESIDENTIAL,156,8.2687,7.2341,9.4168,10.5023,6.957,15.024,20374540000,6.6766,17.3548
SA2,213041355,Hillside,RESIDENTIAL,183,10.3103,9.4927,11.1755,4.6162,0.6321,8.9984,20403800000,9.0298,9.8587
SA2,213041356,Melton,RESIDENTIAL,183,10.9983,9.9466,12.0386,6.7959,1.894,11.5364,20631926930,8.3683,20.7666
SA2,213041357,Melton South,RESIDENTIAL,229,11.0828,9.6529,12.7511,5.0906,0.4756,9.5163,20631936590,8.1494,7.8009
SA2,213041358,Melton West,RESIDENTIAL,155,11.4656,10.2915,12.8784,4.7822,0.5101,10.0732,20631943500,9.5165,11.6448
SA2,213041359,Rockbank - Mount Cottrell,RESIDENTIAL,8,10.3352,9.6688,11.6567,5.3622,3.0004,7.3856,20631902310,9.3357,3.9714
SA2,213041360,Taylors Hill,RESIDENTIAL,134,10.9274,9.5974,12.0469,4.5561,1.7813,7.546,20631909610,8.4346,5.8318
SA2,213041461,Burnside,RESIDENTIAL,38,11.5382,10.994,12.0572,5.2129,2.7123,7.6847,20631941380,10.3194,3.5484
SA2,213041462,Burnside Heights,RESIDENTIAL,40,11.926,11.298,12.5497,4.2104,2.5314,6.9458,20405390000,10.5247,8.5523
SA2,213041463,Caroline Springs,RESIDENTIAL,165,9.5763,7.9565,11.3589,6.8762,3.4554,10.1849,20631998020,5.4198,2.1239
SA2,213051361,Hoppers Crossing - North,RESIDENTIAL,168,9.4932,7.1559,11.1753,6.3806,3.838,9.269,20630010000,6.5704,11.5278
SA2,213051362,Hoppers Crossing - South,RESIDENTIAL,188,8.4025,7.4601,10.8849,7.0824,5.0649,9.6288,20624750000,6.5914,10.8362
SA2,213051363,Laverton,RESIDENTIAL,90,10.4727,9.2382,11.8431,5.7826,0.6887,9.9787,20281820000,8.6401,13.0302
SA2,213051365,Tarneit,RESIDENTIAL,272,8.9408,8.1325,9.703,3.4074,0.7708,6.0389,20631810000,5.8244,11.8753
SA2,213051366,Truganina,RESIDENTIAL,180,11.6688,10.7792,12.4177,2.3621,0.4801,5.4432,20631848300,7.7141,7.0255
SA2,213051368,Werribee - South,RESIDENTIAL,122,7.5012,6.4551,8.4168,8.1261,4.2882,12.6978,20626750000,4.6575,16.6735
SA2,213051369,Wyndham Vale,RESIDENTIAL,196,9.0064,7.9355,9.7492,4.7958,0.9842,9.2676,20636078400,7.5571,0.0842
SA2,213051464,Point Cook - East,RESIDENTIAL,122,9.3753,7.2587,10.9918,3.6423,0.2393,8.8632,20632290000,3.7525,3.9603
SA2,213051465,Point Cook - North,RESIDENTIAL,188,11.1902,10.5681,11.8905,5.2737,2.5464,8.0421,20633260000,7.7786,4.2029
SA2,213051466,Point Cook - South,RESIDENTIAL,112,11.2107,10.5692,11.9584,2.9062,0.7559,5.4451,20631953630,7.4726,3.9758
SA2,213051467,Werribee - East,RESIDENTIAL,182,7.7326,7.3216,8.4002,7.6426,4.6682,11.0225,20625450000,5.7924,12.1354
SA2,213051468,Werribee - West,RESIDENTIAL,114,8.1929,7.4782,8.8165,8.479,3.8692,12.9492,20631985070,5.1328,27.1873
SA2,214011370,Carrum Downs,RESIDENTIAL,196,9.8899,8.9016,10.9211,9.9057,4.3568,14.5222,20179730000,8.2569,12.3245
SA2,214011371,Frankston,RESIDENTIAL,307,8.1102,7.301,8.9542,15.7058,9.4897,21.1544,20172190000,4.7827,14.9453
SA2,214011372,Frankston North,RESIDENTIAL,225,8.7633,8.178,9.4038,15.4078,10.7875,19.7101,20174990000,7.3345,25.8835
SA2,214011373,Frankston South,RESIDENTIAL,178,6.8875,5.2845,8.2161,22.2271,13.8786,32.077,20178820000,3.2896,24.1459
SA2,214011374,Langwarrin,RESIDENTIAL,219,8.3373,6.6531,9.6023,16.0473,8.3841,24.8108,20167060000,4.1372,43.7851
SA2,214011375,Seaford (Vic.),RESIDENTIAL,220,8.3695,6.4389,9.7071,13.7049,9.5739,17.6863,20171450000,4.7589,20.4362
SA2,214011376,Skye - Sandhurst,RESIDENTIAL,115,10.1979,8.8974,11.1489,8.3167,2.8858,14.6057,20167200000,6.4654,4.4599
