mb_code16,warming_level,days_label,days_lower,days_upper
20652980000,1.2,5-10,5,10
20703190000,1.2,5-10,5,10
20703200000,1.2,5-10,5,10
20703210000,1.2,5-10,5,10
20703220000,1.2,5-10,5,10
20703230000,1.2,5-10,5,10
21300273000,1.2,5-10,5,10
20707130000,1.2,5-10,5,10
20705060000,1.2,5-10,5,10
20705070000,1.2,5-10,5,10
20707140000,1.2,5-10,5,10
20708940000,1.2,5-10,5,10
20678150000,1.2,5-10,5,10
20678170000,1.2,5-10,5,10
20678210000,1.2,5-10,5,10
21300263200,1.2,5-10,5,10
20678220000,1.2,5-10,5,10
20703820000,1.2,5-10,5,10
20705080000,1.2,5-10,5,10
20705100000,1.2,5-10,5,10
20705110000,1.2,5-10,5,10
20705120000,1.2,5-10,5,10
20705130000,1.2,5-10,5,10
20679570000,1.2,1-5,1,5
20679790000,1.2,1-5,1,5
20679890000,1.2,1-5,1,5
20680070000,1.2,1-5,1,5
20652720000,1.2,5-10,5,10
20652730000,1.2,5-10,5,10
20652740000,1.2,5-10,5,10
20652750000,1.2,5-10,5,10
20652760000,1.2,5-10,5,10
20652770000,1.2,5-10,5,10
20660870000,1.2,5-10,5,10
20660930000,1.2,5-10,5,10
20660950000,1.2,5-10,5,10
20653530000,1.2,5-10,5,10
20653540000,1.2,5-10,5,10
20653550000,1.2,5-10,5,10
20653560000,1.2,5-10,5,10
20653570000,1.2,5-10,5,10
20653580000,1.2,5-10,5,10
20653590000,1.2,5-10,5,10
20653600000,1.2,5-10,5,10
20653610000,1.2,5-10,5,10
20653620000,1.2,5-10,5,10
20653630000,1.2,5-10,5,10
20703700000,1.2,5-10,5,10
20703710000,1.2,5-10,5,10
20703720000,1.2,5-10,5,10
20703730000,1.2,5-10,5,10
20703740000,1.2,5-10,5,10
20703750000,1.2,5-10,5,10
20703760000,1.2,5-10,5,10
20703770000,1.2,5-10,5,10
20703780000,1.2,5-10,5,10
20703790000,1.2,5-10,5,10
20703800000,1.2,5-10,5,10
20703810000,1.2,5-10,5,10
20703830000,1.2,5-10,5,10
20703840000,1.2,5-10,5,10
20703850000,1.2,5-10,5,10
20703860000,1.2,5-10,5,10
20703870000,1.2,5-10,5,10
20678770000,1.2,1-5,1,5
20678790000,1.2,1-5,1,5
20678800000,1.2,1-5,1,5
20678810000,1.2,1-5,1,5
20678820000,1.2,1-5,1,5
20678830000,1.2,1-5,1,5
20678840000,1.2,1-5,1,5
20678850000,1.2,1-5,1,5
20678880000,1.2,1-5,1,5
20678890000,1.2,1-5,1,5
20678900000,1.2,1-5,1,5
20678910000,1.2,1-5,1,5
20706240000,1.2,5-10,5,10
20708950000,1.2,5-10,5,10
20708960000,1.2,5-10,5,10
20708970000,1.2,5-10,5,10
20708980000,1.2,5-10,5,10
20709000000,1.2,5-10,5,10
20709010000,1.2,5-10,5,10
20709020000,1.2,5-10,5,10
20709030000,1.2,5-10,5,10
20709040000,1.2,5-10,5,10
20667380000,1.2,5-10,5,10
20654440000,1.2,5-10,5,10
20709050000,1.2,5-10,5,10
20709060000,1.2,5-10,5,10
20709070000,1.2,5-10,5,10
20709080000,1.2,5-10,5,10
20676070000,1.2,5-10,5,10
20676080000,1.2,5-10,5,10
20676110000,1.2,5-10,5,10
20676120000,1.2,5-10,5,10
20667340000,1.2,5-10,5,10
20667350000,1.2,5-10,5,10
20667110000,1.2,5-10,5,10
20680080000,1.2,1-5,1,5
20680110000,1.2,1-5,1,5
20680120000,1.2,1-5,1,5
20680130000,1.2,1-5,1,5
20676400000,1.2,5-10,5,10
20676420000,1.2,5-10,5,10
20676430000,1.2,5-10,5,10
20667640000,1.2,5-10,5,10
20667650000,1.2,5-10,5,10
20667660000,1.2,5-10,5,10
20667670000,1.2,5-10,5,10
20667680000,1.2,5-10,5,10
20667690000,1.2,5-10,5,10
20667700000,1.2,5-10,5,10
20667710000,1.2,5-10,5,10
20667720000,1.2,5-10,5,10
20667730000,1.2,5-10,5,10
20667740000,1.2,5-10,5,10
20667750000,1.2,5-10,5,10
20667430000,1.2,5-10,5,10
20653640000,1.2,5-10,5,10
20653650000,1.2,5-10,5,10
20653660000,1.2,5-10,5,10
20653670000,1.2,5-10,5,10
20665140000,1.2,5-10,5,10
20665250000,1.2,1-5,1,5
20665260000,1.2,1-5,1,5
20654433000,1.2,5-10,5,10
20654434000,1.2,5-10,5,10
20654450000,1.2,5-10,5,10
20654460000,1.2,5-10,5,10
20654470000,1.2,5-10,5,10
20654490000,1.2,5-10,5,10
20654500000,1.2,5-10,5,10
20654510000,1.2,5-10,5,10
20654520000,1.2,5-10,5,10
20654530000,1.2,5-10,5,10
20654540000,1.2,5-10,5,10
20706250000,1.2,5-10,5,10
20706260000,1.2,5-10,5,10
20706310000,1.2,5-10,5,10
20706320000,1.2,5-10,5,10
20706330000,1.2,5-10,5,10
20666560000,1.2,1-5,1,5
20666570000,1.2,1-5,1,5
20666650000,1.2,5-10,5,10
20666660000,1.2,5-10,5,10
20666670000,1.2,5-10,5,10
20666680000,1.2,5-10,5,10
20666690000,1.2,5-10,5,10
20667100000,1.2,5-10,5,10
20667120000,1.2,5-10,5,10
20667130000,1.2,5-10,5,10
20667150000,1.2,5-10,5,10
20667160000,1.2,5-10,5,10
20667180000,1.2,5-10,5,10
20667200000,1.2,5-10,5,10
20667240000,1.2,5-10,5,10
20667400000,1.2,5-10,5,10
20667410000,1.2,5-10,5,10
20667420000,1.2,5-10,5,10
20667440000,1.2,5-10,5,10
20667450000,1.2,5-10,5,10
20667830000,1.2,5-10,5,10
20667460000,1.2,5-10,5,10
20667470000,1.2,5-10,5,10
20667500000,1.2,5-10,5,10
20667510000,1.2,5-10,5,10
20667520000,1.2,5-10,5,10
20667530000,1.2,5-10,5,10
20667540000,1.2,5-10,5,10
20677320000,1.2,5-10,5,10
20680770000,1.2,1-5,1,5
20677230000,1.2,5-10,5,10
20677240000,1.2,5-10,5,10
20677250000,1.2,5-10,5,10
20668480000,1.2,5-10,5,10
20677330000,1.2,5-10,5,10
20677340000,1.2,5-10,5,10
20677350000,1.2,5-10,5,10
20669040000,1.2,5-10,5,10
20654550000,1.2,5-10,5,10
20654560000,1.2,5-10,5,10
20654580000,1.2,5-10,5,10
20654590000,1.2,5-10,5,10
20654600000,1.2,5-10,5,10
20668350000,1.2,5-10,5,10
20668360000,1.2,5-10,5,10
20651790000,1.2,5-10,5,10
20668240000,1.2,5-10,5,10
20651800000,1.2,5-10,5,10
20651810000,1.2,5-10,5,10
20651820000,1.2,5-10,5,10
20651830000,1.2,5-10,5,10
20651840000,1.2,5-10,5,10
20647655000,1.2,5-10,5,10
20647660000,1.2,5-10,5,10
20647670000,1.2,5-10,5,10
20647680000,1.2,5-10,5,10
20647691000,1.2,5-10,5,10
20647692000,1.2,5-10,5,10
20647703000,1.2,5-10,5,10
20677060000,1.2,5-10,5,10
20677070000,1.2,5-10,5,10
20677100000,1.2,5-10,5,10
20677110000,1.2,5-10,5,10
20677120000,1.2,5-10,5,10
20668210000,1.2,5-10,5,10
20668220000,1.2,5-10,5,10
20668250000,1.2,5-10,5,10
20668260000,1.2,5-10,5,10
20668320000,1.2,5-10,5,10
20668370000,1.2,5-10,5,10
20668510000,1.2,5-10,5,10
20668520000,1.2,5-10,5,10
20668530000,1.2,5-10,5,10
20668540000,1.2,5-10,5,10
20668550000,1.2,5-10,5,10
20668560000,1.2,5-10,5,10
20668580000,1.2,5-10,5,10
20668600000,1.2,5-10,5,10
20668610000,1.2,5-10,5,10
20668670000,1.2,5-10,5,10
20668710000,1.2,5-10,5,10
20668720000,1.2,5-10,5,10
20668730000,1.2,5-10,5,10
20668740000,1.2,5-10,5,10
20668750000,1.2,5-10,5,10
20669570000,1.2,5-10,5,10
20647710000,1.2,5-10,5,10
20647631100,1.2,5-10,5,10
20647632000,1.2,5-10,5,10
20647635100,1.2,5-10,5,10
20652560000,1.2,5-10,5,10
20652570000,1.2,5-10,5,10
20652580000,1.2,5-10,5,10
20652590000,1.2,5-10,5,10
20669580000,1.2,5-10,5,10
20652600000,1.2,5-10,5,10
20648670000,1.2,5-10,5,10
20648680000,1.2,1-5,1,5
20652610000,1.2,5-10,5,10
20648250000,1.2,1-5,1,5
20648260000,1.2,1-5,1,5
20648270000,1.2,5-10,5,10
20648280000,1.2,1-5,1,5
20648290000,1.2,1-5,1,5
20648320000,1.2,1-5,1,5
20648330000,1.2,1-5,1,5
20648460000,1.2,1-5,1,5
20648470000,1.2,5-10,5,10
20669590000,1.2,5-10,5,10
20648480000,1.2,5-10,5,10
20647720000,1.2,5-10,5,10
20647731000,1.2,5-10,5,10
20647732000,1.2,5-10,5,10
20652780000,1.2,5-10,5,10
20652790000,1.2,5-10,5,10
20652800000,1.2,5-10,5,10
20652810000,1.2,5-10,5,10
20669600000,1.2,5-10,5,10
20652820000,1.2,5-10,5,10
20648610000,1.2,1-5,1,5
20648690000,1.2,1-5,1,5
20648700000,1.2,1-5,1,5
20648710000,1.2,1-5,1,5
20648720000,1.2,1-5,1,5
20648730000,1.2,1-5,1,5
20648740000,1.2,1-5,1,5
20648750000,1.2,1-5,1,5
21300263300,1.2,5-10,5,10
20648760000,1.2,1-5,1,5
20648830000,1.2,5-10,5,10
20677650000,1.2,5-10,5,10
20677660000,1.2,5-10,5,10
20669550000,1.2,5-10,5,10
20669560000,1.2,5-10,5,10
20669620000,1.2,5-10,5,10
20669630000,1.2,5-10,5,10
20669640000,1.2,5-10,5,10
20669741000,1.2,5-10,5,10
20678920000,1.2,1-5,1,5
20678930000,1.2,1-5,1,5
20678940000,1.2,1-5,1,5
20678950000,1.2,1-5,1,5
20669860000,1.2,5-10,5,10
20669870000,1.2,5-10,5,10
20669880000,1.2,5-10,5,10
20669890000,1.2,5-10,5,10
20669900000,1.2,5-10,5,10
20669910000,1.2,5-10,5,10
20669920000,1.2,5-10,5,10
20669930000,1.2,5-10,5,10
20669940000,1.2,5-10,5,10
20669950000,1.2,5-10,5,10
20669960000,1.2,5-10,5,10
20669970000,1.2,5-10,5,10
20669980000,1.2,5-10,5,10
20669990000,1.2,5-10,5,10
21300264000,1.2,5-10,5,10
20679470000,1.2,1-5,1,5
20679510000,1.2,1-5,1,5
20679530000,1.2,1-5,1,5
20679540000,1.2,1-5,1,5
20679550000,1.2,1-5,1,5
20680700000,1.2,1-5,1,5
20680710000,1.2,1-5,1,5
20680720000,1.2,1-5,1,5
20680730000,1.2,1-5,1,5
20680740000,1.2,1-5,1,5
20680750000,1.2,1-5,1,5
20680760000,1.2,1-5,1,5
20653520000,1.2,5-10,5,10
20648490000,1.2,1-5,1,5
20648500000,1.2,1-5,1,5
20648510000,1.2,1-5,1,5
20648520000,1.2,1-5,1,5
20648530000,1.2,5-10,5,10
20648540000,1.2,1-5,1,5
20650350000,1.2,1-5,1,5
20648550000,1.2,1-5,1,5
20653483000,1.2,5-10,5,10
20653484000,1.2,5-10,5,10
20653490000,1.2,5-10,5,10
20653500000,1.2,5-10,5,10
20653510000,1.2,5-10,5,10
20678990000,1.2,1-5,1,5
20650300000,1.2,1-5,1,5
20650310000,1.2,1-5,1,5
20650320000,1.2,1-5,1,5
20650330000,1.2,1-5,1,5
20650340000,1.2,1-5,1,5
20650361000,1.2,1-5,1,5
20650362000,1.2,1-5,1,5
20650370000,1.2,1-5,1,5
20650380000,1.2,1-5,1,5
20650391000,1.2,1-5,1,5
20648850000,1.2,5-10,5,10
20680830000,1.2,1-5,1,5
20648880000,1.2,1-5,1,5
20648890000,1.2,1-5,1,5
20648900000,1.2,1-5,1,5
20653680000,1.2,5-10,5,10
20653690000,1.2,5-10,5,10
20653700000,1.2,5-10,5,10
20653710000,1.2,5-10,5,10
20650480000,1.2,1-5,1,5
20650490000,1.2,1-5,1,5
20650501000,1.2,1-5,1,5
20650502000,1.2,1-5,1,5
20650510000,1.2,1-5,1,5
20650520000,1.2,1-5,1,5
20650530000,1.2,1-5,1,5
20650540000,1.2,1-5,1,5
20650550000,1.2,1-5,1,5
20678960000,1.2,1-5,1,5
20678970000,1.2,1-5,1,5
20678980000,1.2,1-5,1,5
20679000000,1.2,1-5,1,5
20679010000,1.2,1-5,1,5
20679020000,1.2,1-5,1,5
20667270000,1.2,5-10,5,10
20715100000,1.2,5-10,5,10
20715110000,1.2,5-10,5,10
20715120000,1.2,5-10,5,10
20715130000,1.2,5-10,5,10
20715140000,1.2,5-10,5,10
20715150000,1.2,5-10,5,10
20715160000,1.2,5-10,5,10
20715170000,1.2,5-10,5,10
20715180000,1.2,5-10,5,10
20715190000,1.2,5-10,5,10
20667250000,1.2,5-10,5,10
20680780000,1.2,1-5,1,5
20680790000,1.2,1-5,1,5
20680800000,1.2,1-5,1,5
20680810000,1.2,1-5,1,5
20680820000,1.2,1-5,1,5
20680840000,1.2,1-5,1,5
20680860000,1.2,1-5,1,5
20680870000,1.2,1-5,1,5
20680880000,1.2,1-5,1,5
20680890000,1.2,1-5,1,5
20680900000,1.2,1-5,1,5
20680910000,1.2,1-5,1,5
20680920000,1.2,1-5,1,5
20680930000,1.2,1-5,1,5
20667590000,1.2,5-10,5,10
20688860000,1.2,5-10,5,10
20667600000,1.2,5-10,5,10
20667610000,1.2,5-10,5,10
20667630000,1.2,5-10,5,10
20650392000,1.2,1-5,1,5
20650400000,1.2,1-5,1,5
20650410000,1.2,1-5,1,5
20650420000,1.2,1-5,1,5
20650430000,1.2,1-5,1,5
20654380000,1.2,5-10,5,10
20654390000,1.2,5-10,5,10
20654400000,1.2,5-10,5,10
20654410000,1.2,5-10,5,10
20654420000,1.2,5-10,5,10
20654431000,1.2,5-10,5,10
20654432000,1.2,5-10,5,10
20654920000,1.2,5-10,5,10
20654930000,1.2,5-10,5,10
20654940000,1.2,5-10,5,10
20654950000,1.2,5-10,5,10
20654970000,1.2,5-10,5,10
20654980000,1.2,5-10,5,10
20654992000,1.2,5-10,5,10
20654991000,1.2,5-10,5,10
20654610000,1.2,5-10,5,10
20655000000,1.2,5-10,5,10
20655010000,1.2,5-10,5,10
20650560000,1.2,1-5,1,5
20650570000,1.2,1-5,1,5
20650580000,1.2,1-5,1,5
20650590000,1.2,1-5,1,5
20650600000,1.2,1-5,1,5
20676180000,1.2,5-10,5,10
20654620000,1.2,5-10,5,10
20654630000,1.2,5-10,5,10
20654650000,1.2,5-10,5,10
20654660000,1.2,5-10,5,10
20654670000,1.2,5-10,5,10
20654690000,1.2,5-10,5,10
20655140000,1.2,5-10,5,10
20655150000,1.2,5-10,5,10
20655160000,1.2,5-10,5,10
20655170000,1.2,5-10,5,10
20688850000,1.2,5-10,5,10
20655180000,1.2,5-10,5,10
20655190000,1.2,5-10,5,10
20655210000,1.2,5-10,5,10
20688890000,1.2,5-10,5,10
20655220000,1.2,5-10,5,10
20655230000,1.2,5-10,5,10
20655240000,1.2,5-10,5,10
20655250000,1.2,5-10,5,10
20655270000,1.2,5-10,5,10
20667310000,1.2,5-10,5,10
20667330000,1.2,5-10,5,10
20688780000,1.2,5-10,5,10
20688790000,1.2,5-10,5,10
20688900000,1.2,5-10,5,10
20688801000,1.2,5-10,5,10
20688802000,1.2,5-10,5,10
20688810000,1.2,5-10,5,10
20688820000,1.2,5-10,5,10
20688830000,1.2,5-10,5,10
20688840000,1.2,5-10,5,10
20688870000,1.2,5-10,5,10
20688880000,1.2,5-10,5,10
20688910000,1.2,5-10,5,10
20668380000,1.2,5-10,5,10
20668390000,1.2,5-10,5,10
20668400000,1.2,5-10,5,10
20668410000,1.2,5-10,5,10
20668420000,1.2,5-10,5,10
20668880000,1.2,5-10,5,10
20668890000,1.2,5-10,5,10
20668900000,1.2,5-10,5,10
20668910000,1.2,5-10,5,10
20655920000,1.2,5-10,5,10
20690180000,1.2,5-10,5,10
20655020000,1.2,5-10,5,10
20655030000,1.2,5-10,5,10
20655040000,1.2,5-10,5,10
20655050000,1.2,5-10,5,10
20655060000,1.2,5-10,5,10
20655070000,1.2,5-10,5,10
20655081000,1.2,5-10,5,10
20655900000,1.2,5-10,5,10
20647635200,1.2,5-10,5,10
20655940000,1.2,5-10,5,10
20647639000,1.2,5-10,5,10
20647640000,1.2,5-10,5,10
20647653200,1.2,5-10,5,10
20647654000,1.2,5-10,5,10
20655860000,1.2,5-10,5,10
20655880000,1.2,5-10,5,10
20655890000,1.2,5-10,5,10
20656350000,1.2,5-10,5,10
20655911000,1.2,5-10,5,10
20655912000,1.2,5-10,5,10
20655950000,1.2,5-10,5,10
20655280000,1.2,5-10,5,10
20655291000,1.2,5-10,5,10
20655292000,1.2,5-10,5,10
20655310000,1.2,5-10,5,10
20655320000,1.2,5-10,5,10
20647733000,1.2,5-10,5,10
20647734000,1.2,5-10,5,10
20656361000,1.2,5-10,5,10
20647735000,1.2,5-10,5,10
20715270000,1.2,5-10,5,10
20656130000,1.2,5-10,5,10
20656260000,1.2,5-10,5,10
20656270000,1.2,5-10,5,10
20656280000,1.2,5-10,5,10
20656290000,1.2,5-10,5,10
20656300000,1.2,5-10,5,10
20656310000,1.2,5-10,5,10
20656320000,1.2,5-10,5,10
20656330000,1.2,5-10,5,10
20656340000,1.2,5-10,5,10
20669742000,1.2,5-10,5,10
20656362000,1.2,5-10,5,10
20668430000,1.2,5-10,5,10
20668440000,1.2,5-10,5,10
20668450000,1.2,5-10,5,10
20668460000,1.2,5-10,5,10
20668470000,1.2,5-10,5,10
20690110000,1.2,5-10,5,10
20669750000,1.2,5-10,5,10
20664711000,1.2,5-10,5,10
20670050000,1.2,5-10,5,10
20690120000,1.2,5-10,5,10
20690130000,1.2,5-10,5,10
20693780000,1.2,5-10,5,10
20670000000,1.2,5-10,5,10
20670020000,1.2,5-10,5,10
20670030000,1.2,5-10,5,10
20690140000,1.2,5-10,5,10
20690190000,1.2,5-10,5,10
20693740000,1.2,5-10,5,10
20693750000,1.2,5-10,5,10
20693760000,1.2,5-10,5,10
20693770000,1.2,5-10,5,10
20670040000,1.2,5-10,5,10
20670060000,1.2,5-10,5,10
20670070000,1.2,5-10,5,10
20670080000,1.2,5-10,5,10
20670090000,1.2,5-10,5,10
20670100000,1.2,5-10,5,10
20670110000,1.2,5-10,5,10
20670130000,1.2,5-10,5,10
20670140000,1.2,5-10,5,10
20670150000,1.2,5-10,5,10
20698440000,1.2,5-10,5,10
20655960000,1.2,5-10,5,10
20655970000,1.2,5-10,5,10
20655980000,1.2,5-10,5,10
20655990000,1.2,5-10,5,10
20656000000,1.2,5-10,5,10
20648560000,1.2,1-5,1,5
20648570000,1.2,1-5,1,5
20648580000,1.2,1-5,1,5
20648590000,1.2,1-5,1,5
20648600000,1.2,1-5,1,5
20656810000,1.2,5-10,5,10
20656820000,1.2,5-10,5,10
20656830000,1.2,5-10,5,10
20656840000,1.2,5-10,5,10
20656850000,1.2,5-10,5,10
20656860000,1.2,5-10,5,10
20656921000,1.2,5-10,5,10
20656940000,1.2,5-10,5,10
20656950000,1.2,5-10,5,10
20656961000,1.2,5-10,5,10
20656962000,1.2,5-10,5,10
20656363000,1.2,5-10,5,10
20656370000,1.2,5-10,5,10
20656390000,1.2,5-10,5,10
20648910000,1.2,1-5,1,5
20657140000,1.2,5-10,5,10
20648920000,1.2,1-5,1,5
20648960000,1.2,1-5,1,5
20648970000,1.2,5-10,5,10
20648980000,1.2,1-5,1,5
20648990000,1.2,1-5,1,5
20657091000,1.2,5-10,5,10
20657092000,1.2,5-10,5,10
20657100000,1.2,5-10,5,10
20657110000,1.2,5-10,5,10
20657120000,1.2,5-10,5,10
20657130000,1.2,5-10,5,10
20657150000,1.2,5-10,5,10
20657160000,1.2,5-10,5,10
20669760000,1.2,5-10,5,10
20669770000,1.2,5-10,5,10
20669780000,1.2,5-10,5,10
20669790000,1.2,5-10,5,10
20669800000,1.2,5-10,5,10
20669810000,1.2,5-10,5,10
20669820000,1.2,5-10,5,10
20669840000,1.2,5-10,5,10
20669850000,1.2,5-10,5,10
20698020000,1.2,5-10,5,10
20698030000,1.2,5-10,5,10
20698040000,1.2,5-10,5,10
20698050000,1.2,5-10,5,10
20698060000,1.2,5-10,5,10
20698300000,1.2,5-10,5,10
20698310000,1.2,5-10,5,10
20698320000,1.2,5-10,5,10
20698330000,1.2,5-10,5,10
20715200000,1.2,5-10,5,10
20715210000,1.2,5-10,5,10
20715220000,1.2,5-10,5,10
20700720000,1.2,10-15,10,15
20715230000,1.2,5-10,5,10
20715240000,1.2,5-10,5,10
20715250000,1.2,5-10,5,10
20698450000,1.2,5-10,5,10
20698460000,1.2,5-10,5,10
20698470000,1.2,5-10,5,10
20698480000,1.2,5-10,5,10
20698490000,1.2,5-10,5,10
20698510000,1.2,5-10,5,10
20698530000,1.2,5-10,5,10
20698540000,1.2,5-10,5,10
20698550000,1.2,5-10,5,10
20698560000,1.2,5-10,5,10
20698570000,1.2,5-10,5,10
21300102000,1.2,5-10,5,10
20680960000,1.2,1-5,1,5
20680980000,1.2,1-5,1,5
20680990000,1.2,1-5,1,5
20704684000,1.2,5-10,5,10
20704690000,1.2,5-10,5,10
20704700000,1.2,5-10,5,10
20704710000,1.2,5-10,5,10
20704722000,1.2,10-15,10,15
20704724000,1.2,10-15,10,15
20656980000,1.2,5-10,5,10
20656990000,1.2,5-10,5,10
20657010000,1.2,5-10,5,10
20650440000,1.2,1-5,1,5
20650461000,1.2,1-5,1,5
20658000000,1.2,5-10,5,10
20650462000,1.2,1-5,1,5
20650470000,1.2,1-5,1,5
20657731000,1.2,5-10,5,10
20657732000,1.2,5-10,5,10
20657750000,1.2,5-10,5,10
20657760000,1.2,5-10,5,10
20657770000,1.2,5-10,5,10
20657800000,1.2,5-10,5,10
20657810000,1.2,5-10,5,10
20657840000,1.2,5-10,5,10
20657850000,1.2,5-10,5,10
20657860000,1.2,5-10,5,10
20657870000,1.2,5-10,5,10
21300110000,1.2,5-10,5,10
20657880000,1.2,5-10,5,10
20657170000,1.2,5-10,5,10
20657180000,1.2,5-10,5,10
20657190000,1.2,5-10,5,10
20650610000,1.2,1-5,1,5
20650620000,1.2,1-5,1,5
20650630000,1.2,1-5,1,5
20650640000,1.2,1-5,1,5
20650650000,1.2,1-5,1,5
20657990000,1.2,5-10,5,10
20658011000,1.2,5-10,5,10
20658012000,1.2,5-10,5,10
20658013000,1.2,5-10,5,10
20658020000,1.2,5-10,5,10
20658030000,1.2,5-10,5,10
20658041000,1.2,5-10,5,10
20658042000,1.2,5-10,5,10
20658050000,1.2,5-10,5,10
20658060000,1.2,5-10,5,10
20658080000,1.2,5-10,5,10
20658130000,1.2,5-10,5,10
20658140000,1.2,5-10,5,10
20658150000,1.2,5-10,5,10
20715260000,1.2,5-10,5,10
20715280000,1.2,5-10,5,10
20715290000,1.2,5-10,5,10
20715300000,1.2,5-10,5,10
20715310000,1.2,10-15,10,15
20715320000,1.2,10-15,10,15
21299980000,1.2,5-10,5,10
21299990000,1.2,5-10,5,10
21300040000,1.2,5-10,5,10
21300050000,1.2,5-10,5,10
21300060000,1.2,5-10,5,10
21300120000,1.2,5-10,5,10
20688920000,1.2,5-10,5,10
20688930000,1.2,5-10,5,10
20688960000,1.2,5-10,5,10
20706340000,1.2,5-10,5,10
20704741000,1.2,10-15,10,15
20704742000,1.2,10-15,10,15
20704744000,1.2,10-15,10,15
20704745000,1.2,10-15,10,15
20699450000,1.2,5-10,5,10
20704750000,1.2,10-15,10,15
20704764000,1.2,5-10,5,10
20704765200,1.2,5-10,5,10
20704769000,1.2,5-10,5,10
20699440000,1.2,5-10,5,10
20657920000,1.2,5-10,5,10
20664560000,1.2,5-10,5,10
20664570000,1.2,5-10,5,10
20699460000,1.2,5-10,5,10
20699470000,1.2,5-10,5,10
20699480000,1.2,5-10,5,10
20699490000,1.2,5-10,5,10
20699500000,1.2,5-10,5,10
20699510000,1.2,5-10,5,10
20657890000,1.2,5-10,5,10
20657900000,1.2,5-10,5,10
20657911000,1.2,5-10,5,10
20657912000,1.2,5-10,5,10
20664520000,1.2,5-10,5,10
20657930000,1.2,5-10,5,10
20657940000,1.2,5-10,5,10
20655082000,1.2,5-10,5,10
20655090000,1.2,5-10,5,10
20655100000,1.2,5-10,5,10
20655110000,1.2,5-10,5,10
20655120000,1.2,5-10,5,10
20655130000,1.2,5-10,5,10
20664480000,1.2,5-10,5,10
20664490000,1.2,5-10,5,10
20664500000,1.2,5-10,5,10
20664510000,1.2,5-10,5,10
20664541000,1.2,5-10,5,10
20664542000,1.2,5-10,5,10
20664550000,1.2,5-10,5,10
20664580000,1.2,5-10,5,10
20664600000,1.2,5-10,5,10
20664610000,1.2,5-10,5,10
20664630000,1.2,5-10,5,10
20664640000,1.2,5-10,5,10
20664650000,1.2,5-10,5,10
20658160000,1.2,5-10,5,10
20658170000,1.2,5-10,5,10
20658190000,1.2,5-10,5,10
20658200000,1.2,5-10,5,10
20658220000,1.2,5-10,5,10
20665390000,1.2,5-10,5,10
20655330000,1.2,5-10,5,10
20655340000,1.2,5-10,5,10
20655350000,1.2,5-10,5,10
20655361000,1.2,5-10,5,10
20655362000,1.2,5-10,5,10
20655363000,1.2,5-10,5,10
20665320000,1.2,5-10,5,10
20665340000,1.2,5-10,5,10
20665350000,1.2,5-10,5,10
20665360000,1.2,5-10,5,10
20665370000,1.2,5-10,5,10
20665380000,1.2,5-10,5,10
20665400000,1.2,5-10,5,10
20665410000,1.2,1-5,1,5
20665420000,1.2,1-5,1,5
20665430000,1.2,1-5,1,5
20693830000,1.2,5-10,5,10
20665560000,1.2,5-10,5,10
20665600000,1.2,1-5,1,5
20706350000,1.2,5-10,5,10
20706370000,1.2,5-10,5,10
20706380000,1.2,5-10,5,10
20706390000,1.2,5-10,5,10
20706400000,1.2,5-10,5,10
20699550000,1.2,5-10,5,10
20706950000,1.2,5-10,5,10
20706960000,1.2,5-10,5,10
20707020000,1.2,5-10,5,10
20707030000,1.2,5-10,5,10
20707060000,1.2,5-10,5,10
20707070000,1.2,5-10,5,10
20707080000,1.2,5-10,5,10
20707090000,1.2,5-10,5,10
20707100000,1.2,5-10,5,10
20699560000,1.2,5-10,5,10
20699570000,1.2,5-10,5,10
20693810000,1.2,5-10,5,10
20693820000,1.2,5-10,5,10
20690150000,1.2,5-10,5,10
20690160000,1.2,5-10,5,10
20690170000,1.2,5-10,5,10
20699520000,1.2,5-10,5,10
20699530000,1.2,5-10,5,10
20699540000,1.2,5-10,5,10
20693840000,1.2,5-10,5,10
20693850000,1.2,5-10,5,10
20693860000,1.2,5-10,5,10
20693870000,1.2,5-10,5,10
20700590000,1.2,10-15,10,15
20700600000,1.2,10-15,10,15
20700610000,1.2,10-15,10,15
20700620000,1.2,10-15,10,15
20700630000,1.2,10-15,10,15
20700640000,1.2,10-15,10,15
20700650000,1.2,10-15,10,15
20664680000,1.2,5-10,5,10
20664690000,1.2,5-10,5,10
20664700000,1.2,5-10,5,10
20664712000,1.2,5-10,5,10
20664713000,1.2,5-10,5,10
20664720000,1.2,5-10,5,10
20664731000,1.2,5-10,5,10
20664740000,1.2,5-10,5,10
20664761000,1.2,5-10,5,10
20664762000,1.2,5-10,5,10
20656010000,1.2,5-10,5,10
20656020000,1.2,5-10,5,10
21300265200,1.2,5-10,5,10
20656030000,1.2,5-10,5,10
20656040000,1.2,5-10,5,10
20656050000,1.2,5-10,5,10
20656070000,1.2,5-10,5,10
20656100000,1.2,5-10,5,10
20656110000,1.2,5-10,5,10
20658740000,1.2,5-10,5,10
20658750000,1.2,5-10,5,10
20658770000,1.2,5-10,5,10
20658780000,1.2,5-10,5,10
20658790000,1.2,5-10,5,10
20658801000,1.2,5-10,5,10
20659000000,1.2,5-10,5,10
20658802000,1.2,5-10,5,10
20656400000,1.2,5-10,5,10
20656411000,1.2,5-10,5,10
20656413000,1.2,5-10,5,10
20656420000,1.2,5-10,5,10
20656430000,1.2,5-10,5,10
