mb_code16,warming_level,days_label,days_lower,days_upper
20428690000,2.0,10-15,10,15
20436730000,2.0,10-15,10,15
20436740000,2.0,10-15,10,15
20436750000,2.0,10-15,10,15
20436760000,2.0,10-15,10,15
20436770000,2.0,10-15,10,15
20436780000,2.0,10-15,10,15
20436790000,2.0,10-15,10,15
20436800000,2.0,10-15,10,15
20436810000,2.0,10-15,10,15
20407680000,2.0,15+,15,
20436820000,2.0,10-15,10,15
20436830000,2.0,10-15,10,15
20436840000,2.0,10-15,10,15
20436850000,2.0,10-15,10,15
20436860000,2.0,10-15,10,15
20436870000,2.0,10-15,10,15
20436880000,2.0,10-15,10,15
20436890000,2.0,10-15,10,15
20436900000,2.0,10-15,10,15
20410080000,2.0,15+,15,
20410090000,2.0,15+,15,
20410101000,2.0,15+,15,
20406350000,2.0,15+,15,
20406360000,2.0,15+,15,
20436622000,2.0,10-15,10,15
20406370000,2.0,15+,15,
20406380000,2.0,15+,15,
20406390000,2.0,15+,15,
20406400000,2.0,15+,15,
20406410000,2.0,15+,15,
20406420000,2.0,15+,15,
20406430000,2.0,15+,15,
20406440000,2.0,15+,15,
20406451000,2.0,15+,15,
20406452000,2.0,15+,15,
20406470000,2.0,15+,15,
20406480000,2.0,15+,15,
20406490000,2.0,15+,15,
20406500000,2.0,15+,15,
20406520000,2.0,15+,15,
20406530000,2.0,15+,15,
20406570000,2.0,15+,15,
20406610000,2.0,15+,15,
20406620000,2.0,15+,15,
20406630000,2.0,15+,15,
20406640000,2.0,15+,15,
20406650000,2.0,15+,15,
20406660000,2.0,15+,15,
20406670000,2.0,15+,15,
20406680000,2.0,15+,15,
20406690000,2.0,15+,15,
20406700000,2.0,15+,15,
20406710000,2.0,15+,15,
20406720000,2.0,15+,15,
20406730000,2.0,15+,15,
20406740000,2.0,15+,15,
20406750000,2.0,15+,15,
20406760000,2.0,15+,15,
20406770000,2.0,15+,15,
20399200000,2.0,10-15,10,15
20436610000,2.0,10-15,10,15
20406780000,2.0,15+,15,
20406790000,2.0,15+,15,
20406800000,2.0,15+,15,
20399850000,2.0,10-15,10,15
20399860000,2.0,10-15,10,15
20436500000,2.0,10-15,10,15
20436510000,2.0,10-15,10,15
20436520000,2.0,10-15,10,15
20436530000,2.0,10-15,10,15
20436540000,2.0,10-15,10,15
20436550000,2.0,10-15,10,15
20436570000,2.0,10-15,10,15
20436580000,2.0,10-15,10,15
20436590000,2.0,10-15,10,15
20436600000,2.0,10-15,10,15
20429780000,2.0,10-15,10,15
20436630000,2.0,10-15,10,15
20436640000,2.0,10-15,10,15
20429660000,2.0,10-15,10,15
20429670000,2.0,10-15,10,15
20429680000,2.0,10-15,10,15
20429690000,2.0,10-15,10,15
20429700000,2.0,10-15,10,15
20429710000,2.0,10-15,10,15
20429720000,2.0,10-15,10,15
20429730000,2.0,10-15,10,15
20429740000,2.0,10-15,10,15
20437600000,2.0,10-15,10,15
20437610000,2.0,10-15,10,15
20425476000,2.0,10-15,10,15
20437620000,2.0,10-15,10,15
20437630000,2.0,10-15,10,15
20407250000,2.0,15+,15,
20437640000,2.0,10-15,10,15
20437650000,2.0,10-15,10,15
20437660000,2.0,10-15,10,15
20424460000,2.0,10-15,10,15
20424470000,2.0,10-15,10,15
20424480000,2.0,10-15,10,15
20424490000,2.0,10-15,10,15
20424500000,2.0,10-15,10,15
20424510000,2.0,10-15,10,15
20424521000,2.0,10-15,10,15
20424522000,2.0,10-15,10,15
20424530000,2.0,10-15,10,15
20424540000,2.0,10-15,10,15
20407220000,2.0,15+,15,
20407230000,2.0,15+,15,
20407240000,2.0,15+,15,
20407260000,2.0,15+,15,
20407270000,2.0,15+,15,
20407280000,2.0,15+,15,
20407300000,2.0,15+,15,
20407330000,2.0,15+,15,
20407340000,2.0,15+,15,
20407350000,2.0,15+,15,
20407370000,2.0,15+,15,
20406580000,2.0,15+,15,
20406590000,2.0,15+,15,
20399540000,2.0,10-15,10,15
20407510000,2.0,15+,15,
20407520000,2.0,15+,15,
20407531000,2.0,15+,15,
20407532000,2.0,15+,15,
20407540000,2.0,15+,15,
20407560000,2.0,15+,15,
20407590000,2.0,15+,15,
20407600000,2.0,15+,15,
20407620000,2.0,10-15,10,15
20407650000,2.0,15+,15,
20407670000,2.0,15+,15,
20407700000,2.0,15+,15,
20407710000,2.0,15+,15,
20407720000,2.0,15+,15,
20407730000,2.0,15+,15,
20407740000,2.0,15+,15,
20407750000,2.0,15+,15,
20407760000,2.0,15+,15,
20407770000,2.0,15+,15,
20407780000,2.0,15+,15,
20407790000,2.0,15+,15,
20407830000,2.0,15+,15,
20407840000,2.0,15+,15,
20407860000,2.0,15+,15,
20408030000,2.0,15+,15,
20407870000,2.0,15+,15,
20407880000,2.0,15+,15,
20407890000,2.0,15+,15,
20407900000,2.0,15+,15,
20407910000,2.0,15+,15,
20407920000,2.0,15+,15,
20407930000,2.0,15+,15,
20407940000,2.0,15+,15,
20407960000,2.0,15+,15,
20407970000,2.0,15+,15,
20429910000,2.0,10-15,10,15
20407980000,2.0,15+,15,
20407990000,2.0,15+,15,
20408010000,2.0,15+,15,
20401913000,2.0,10-15,10,15
20408040000,2.0,15+,15,
20408050000,2.0,15+,15,
20408060000,2.0,15+,15,
20400795000,2.0,10-15,10,15
20400801000,2.0,10-15,10,15
20400802000,2.0,10-15,10,15
20437670000,2.0,10-15,10,15
20437680000,2.0,10-15,10,15
20437690000,2.0,10-15,10,15
20437700000,2.0,10-15,10,15
20437710000,2.0,10-15,10,15
20437720000,2.0,10-15,10,15
20429790000,2.0,10-15,10,15
20437730000,2.0,10-15,10,15
20437740000,2.0,10-15,10,15
20437760000,2.0,10-15,10,15
20437770000,2.0,10-15,10,15
20437790000,2.0,10-15,10,15
20437800000,2.0,10-15,10,15
20437810000,2.0,10-15,10,15
20437820000,2.0,10-15,10,15
20430680000,2.0,10-15,10,15
20430690000,2.0,10-15,10,15
20430700000,2.0,10-15,10,15
20438770000,2.0,10-15,10,15
20438780000,2.0,10-15,10,15
20438790000,2.0,10-15,10,15
20438800000,2.0,10-15,10,15
20438810000,2.0,10-15,10,15
20438820000,2.0,10-15,10,15
20438830000,2.0,10-15,10,15
20438840000,2.0,10-15,10,15
20407390000,2.0,15+,15,
20408470000,2.0,15+,15,
20407400000,2.0,15+,15,
20407410000,2.0,15+,15,
20407420000,2.0,15+,15,
20407440000,2.0,15+,15,
20407460000,2.0,15+,15,
20407470000,2.0,15+,15,
20407480000,2.0,15+,15,
20400350000,2.0,10-15,10,15
20400360000,2.0,10-15,10,15
20408430000,2.0,15+,15,
20408440000,2.0,15+,15,
20408450000,2.0,15+,15,
20408461000,2.0,15+,15,
20408480000,2.0,15+,15,
20408490000,2.0,15+,15,
20408500000,2.0,15+,15,
20408510000,2.0,15+,15,
20408520000,2.0,15+,15,
20408530000,2.0,15+,15,
20408540000,2.0,15+,15,
20408552000,2.0,15+,15,
20408553000,2.0,15+,15,
20408560000,2.0,15+,15,
20408570000,2.0,15+,15,
20408580000,2.0,15+,15,
20408591000,2.0,15+,15,
20407800000,2.0,15+,15,
20400591000,2.0,10-15,10,15
20438883000,2.0,10-15,10,15
20408660000,2.0,15+,15,
20408680000,2.0,15+,15,
20408700000,2.0,15+,15,
20408710000,2.0,15+,15,
20408720000,2.0,15+,15,
20408730000,2.0,15+,15,
20408740000,2.0,15+,15,
20408750000,2.0,15+,15,
20408760000,2.0,15+,15,
20408770000,2.0,15+,15,
20408780000,2.0,15+,15,
20417762000,2.0,10-15,10,15
20408791000,2.0,15+,15,
20408792000,2.0,15+,15,
20408800000,2.0,15+,15,
20408810000,2.0,15+,15,
20408820000,2.0,15+,15,
20401921000,2.0,10-15,10,15
20408830000,2.0,15+,15,
20408840000,2.0,15+,15,
20401650000,2.0,10-15,10,15
20401660000,2.0,10-15,10,15
20401670000,2.0,10-15,10,15
20408940000,2.0,15+,15,
20408950000,2.0,15+,15,
20408960000,2.0,15+,15,
20408970000,2.0,15+,15,
20408980000,2.0,15+,15,
20408990000,2.0,15+,15,
20409010000,2.0,15+,15,
20409020000,2.0,15+,15,
20401924000,2.0,10-15,10,15
20409030000,2.0,15+,15,
20409040000,2.0,15+,15,
20409060000,2.0,15+,15,
20409070000,2.0,15+,15,
20409080000,2.0,15+,15,
20409090000,2.0,15+,15,
20409100000,2.0,15+,15,
20409110000,2.0,15+,15,
20409120000,2.0,15+,15,
20409170000,2.0,10-15,10,15
20401900000,2.0,10-15,10,15
20401911000,2.0,10-15,10,15
20401912000,2.0,10-15,10,15
20401931000,2.0,10-15,10,15
20401940000,2.0,10-15,10,15
20410511000,2.0,15+,15,
20438850000,2.0,10-15,10,15
20438860000,2.0,10-15,10,15
20438870000,2.0,10-15,10,15
20438881000,2.0,10-15,10,15
20438882000,2.0,10-15,10,15
20438890000,2.0,10-15,10,15
20438900000,2.0,10-15,10,15
20438910000,2.0,10-15,10,15
20438920000,2.0,10-15,10,15
20438930000,2.0,10-15,10,15
20438940000,2.0,10-15,10,15
20438950000,2.0,10-15,10,15
20440680000,2.0,10-15,10,15
20431500000,2.0,10-15,10,15
20431510000,2.0,10-15,10,15
20431520000,2.0,10-15,10,15
20431530000,2.0,10-15,10,15
20431540000,2.0,10-15,10,15
20431550000,2.0,10-15,10,15
20399390000,2.0,10-15,10,15
20440610000,2.0,10-15,10,15
20440620000,2.0,10-15,10,15
20440630000,2.0,10-15,10,15
20440640000,2.0,10-15,10,15
20440650000,2.0,10-15,10,15
20440660000,2.0,10-15,10,15
20440670000,2.0,10-15,10,15
20408592000,2.0,15+,15,
20408593000,2.0,15+,15,
20408600000,2.0,15+,15,
20408620000,2.0,15+,15,
20401370000,2.0,10-15,10,15
20475460000,2.0,10-15,10,15
20401380000,2.0,10-15,10,15
20401391000,2.0,10-15,10,15
20401392000,2.0,10-15,10,15
20401393000,2.0,10-15,10,15
20401400000,2.0,10-15,10,15
20401410000,2.0,10-15,10,15
20409690000,2.0,15+,15,
20409702000,2.0,15+,15,
20409710000,2.0,15+,15,
20409730000,2.0,15+,15,
20409740000,2.0,15+,15,
20409750000,2.0,15+,15,
20409770000,2.0,15+,15,
20409780000,2.0,15+,15,
20409790000,2.0,15+,15,
20409800000,2.0,15+,15,
20409820000,2.0,15+,15,
20401680000,2.0,10-15,10,15
20401690000,2.0,10-15,10,15
20410102000,2.0,15+,15,
20410103000,2.0,15+,15,
20410113000,2.0,15+,15,
20410121000,2.0,15+,15,
20410122000,2.0,15+,15,
20410123000,2.0,15+,15,
20410130000,2.0,15+,15,
20410180000,2.0,15+,15,
20410194000,2.0,15+,15,
20410200000,2.0,15+,15,
20410233000,2.0,15+,15,
20410235000,2.0,15+,15,
20410250000,2.0,15+,15,
20410260000,2.0,15+,15,
20410292000,2.0,15+,15,
20410301000,2.0,15+,15,
20410302000,2.0,15+,15,
20410330000,2.0,15+,15,
20410350000,2.0,15+,15,
20410361100,2.0,15+,15,
20410361200,2.0,15+,15,
20410361300,2.0,15+,15,
20410361400,2.0,15+,15,
20410512000,2.0,15+,15,
20410520000,2.0,15+,15,
20417390000,2.0,10-15,10,15
20418022000,2.0,10-15,10,15
20417400000,2.0,10-15,10,15
20417520000,2.0,10-15,10,15
20417530000,2.0,10-15,10,15
20417550000,2.0,10-15,10,15
20417750000,2.0,10-15,10,15
20417761000,2.0,10-15,10,15
20417770000,2.0,10-15,10,15
20417780000,2.0,10-15,10,15
20417800000,2.0,10-15,10,15
20417810000,2.0,10-15,10,15
20417830000,2.0,10-15,10,15
20417990000,2.0,10-15,10,15
20418000000,2.0,10-15,10,15
20418010000,2.0,10-15,10,15
20418021000,2.0,10-15,10,15
20418024000,2.0,10-15,10,15
20418030000,2.0,10-15,10,15
20418160000,2.0,10-15,10,15
20418260000,2.0,10-15,10,15
20418340000,2.0,10-15,10,15
20399400000,2.0,10-15,10,15
20418660000,2.0,10-15,10,15
20418750000,2.0,10-15,10,15
20399870000,2.0,10-15,10,15
20399880000,2.0,10-15,10,15
20399891000,2.0,10-15,10,15
20440690000,2.0,10-15,10,15
20440700000,2.0,10-15,10,15
20440710000,2.0,10-15,10,15
20440720000,2.0,10-15,10,15
20440740000,2.0,10-15,10,15
20399670000,2.0,10-15,10,15
20440750000,2.0,10-15,10,15
20440760000,2.0,10-15,10,15
20440770000,2.0,10-15,10,15
20440780000,2.0,10-15,10,15
20440790000,2.0,10-15,10,15
20440800000,2.0,10-15,10,15
20440810000,2.0,10-15,10,15
20440820000,2.0,10-15,10,15
20440830000,2.0,10-15,10,15
20440840000,2.0,10-15,10,15
20424580000,2.0,10-15,10,15
20424590000,2.0,10-15,10,15
20424600000,2.0,10-15,10,15
20424610000,2.0,10-15,10,15
20424620000,2.0,10-15,10,15
20429750000,2.0,10-15,10,15
20429800000,2.0,10-15,10,15
20429810000,2.0,10-15,10,15
20429820000,2.0,10-15,10,15
20429830000,2.0,10-15,10,15
20429840000,2.0,10-15,10,15
20429850000,2.0,10-15,10,15
20429860000,2.0,10-15,10,15
20409830000,2.0,15+,15,
20409840000,2.0,15+,15,
20409850000,2.0,15+,15,
20409860000,2.0,15+,15,
20409880000,2.0,15+,15,
20409900000,2.0,15+,15,
20402370000,2.0,10-15,10,15
20402380000,2.0,10-15,10,15
20399210000,2.0,10-15,10,15
20399220000,2.0,10-15,10,15
20399230000,2.0,10-15,10,15
20399250000,2.0,10-15,10,15
20399260000,2.0,10-15,10,15
20399270000,2.0,10-15,10,15
20399280000,2.0,10-15,10,15
20399291000,2.0,10-15,10,15
20399292000,2.0,10-15,10,15
20399310000,2.0,10-15,10,15
20399321000,2.0,10-15,10,15
20399322000,2.0,10-15,10,15
20399330000,2.0,10-15,10,15
20399340000,2.0,10-15,10,15
20399350000,2.0,10-15,10,15
20399360000,2.0,10-15,10,15
20399370000,2.0,10-15,10,15
20410362000,2.0,15+,15,
20399570000,2.0,10-15,10,15
20399580000,2.0,10-15,10,15
20399590000,2.0,10-15,10,15
20399600000,2.0,10-15,10,15
20399610000,2.0,10-15,10,15
20399620000,2.0,10-15,10,15
20399630000,2.0,10-15,10,15
20399641000,2.0,10-15,10,15
20399642000,2.0,10-15,10,15
20399643000,2.0,10-15,10,15
20399644000,2.0,10-15,10,15
20399650000,2.0,10-15,10,15
20399660000,2.0,10-15,10,15
20399680000,2.0,10-15,10,15
20399690000,2.0,10-15,10,15
20399711000,2.0,10-15,10,15
20399712000,2.0,10-15,10,15
20399721000,2.0,10-15,10,15
20399722000,2.0,10-15,10,15
20399732000,2.0,10-15,10,15
20399740000,2.0,10-15,10,15
20399750000,2.0,10-15,10,15
20399760000,2.0,10-15,10,15
20399770000,2.0,10-15,10,15
20399781000,2.0,10-15,10,15
20399782000,2.0,10-15,10,15
20399801000,2.0,10-15,10,15
20399802000,2.0,10-15,10,15
20399810000,2.0,10-15,10,15
20399820000,2.0,10-15,10,15
20399840000,2.0,10-15,10,15
20399900000,2.0,10-15,10,15
20399920000,2.0,10-15,10,15
20399931000,2.0,10-15,10,15
20399932000,2.0,10-15,10,15
20399941000,2.0,10-15,10,15
20399942000,2.0,10-15,10,15
20399951000,2.0,10-15,10,15
20399952000,2.0,10-15,10,15
20399960000,2.0,10-15,10,15
20399971000,2.0,10-15,10,15
20399972000,2.0,10-15,10,15
20399980000,2.0,10-15,10,15
20399990000,2.0,10-15,10,15
20400010000,2.0,10-15,10,15
20400020000,2.0,10-15,10,15
20400030000,2.0,10-15,10,15
20400040000,2.0,10-15,10,15
20400060000,2.0,10-15,10,15
20400070000,2.0,10-15,10,15
20400080000,2.0,10-15,10,15
20400090000,2.0,10-15,10,15
20400100000,2.0,10-15,10,15
20400110000,2.0,10-15,10,15
20400120000,2.0,10-15,10,15
20395820000,2.0,10-15,10,15
20400803000,2.0,10-15,10,15
20429870000,2.0,10-15,10,15
20429880000,2.0,10-15,10,15
20429890000,2.0,10-15,10,15
20429900000,2.0,10-15,10,15
20429920000,2.0,10-15,10,15
20429930000,2.0,10-15,10,15
20429940000,2.0,10-15,10,15
20429950000,2.0,10-15,10,15
20429960000,2.0,10-15,10,15
20429970000,2.0,10-15,10,15
20429980000,2.0,10-15,10,15
20429990000,2.0,10-15,10,15
20425720000,2.0,10-15,10,15
20425740000,2.0,10-15,10,15
20425750000,2.0,10-15,10,15
20425760000,2.0,10-15,10,15
20425770000,2.0,10-15,10,15
20425780000,2.0,10-15,10,15
20425790000,2.0,10-15,10,15
20425800000,2.0,10-15,10,15
20425810000,2.0,10-15,10,15
20430710000,2.0,10-15,10,15
20430720000,2.0,10-15,10,15
20430730000,2.0,10-15,10,15
20430740000,2.0,10-15,10,15
20430750000,2.0,10-15,10,15
20430760000,2.0,10-15,10,15
20430770000,2.0,10-15,10,15
20399420000,2.0,10-15,10,15
20399430000,2.0,10-15,10,15
20399450000,2.0,10-15,10,15
20399460000,2.0,10-15,10,15
20399470000,2.0,10-15,10,15
20399480000,2.0,10-15,10,15
20399490000,2.0,10-15,10,15
20399520000,2.0,10-15,10,15
20399531000,2.0,10-15,10,15
20400370000,2.0,10-15,10,15
20400380000,2.0,10-15,10,15
20400390000,2.0,10-15,10,15
20400400000,2.0,10-15,10,15
20400410000,2.0,10-15,10,15
20400423000,2.0,10-15,10,15
20400430000,2.0,10-15,10,15
20400460000,2.0,10-15,10,15
20400470000,2.0,10-15,10,15
20400480000,2.0,10-15,10,15
20400490000,2.0,10-15,10,15
20400500000,2.0,10-15,10,15
20400511000,2.0,10-15,10,15
20400512000,2.0,10-15,10,15
20400640000,2.0,10-15,10,15
20400522000,2.0,10-15,10,15
20400540000,2.0,10-15,10,15
20395452000,2.0,10-15,10,15
20400592000,2.0,10-15,10,15
20400600000,2.0,10-15,10,15
20400610000,2.0,10-15,10,15
20400621000,2.0,10-15,10,15
20400622000,2.0,10-15,10,15
20400623000,2.0,10-15,10,15
20400772000,2.0,10-15,10,15
20400630000,2.0,10-15,10,15
20400650000,2.0,10-15,10,15
20400670000,2.0,10-15,10,15
20400680000,2.0,10-15,10,15
20400690000,2.0,10-15,10,15
20400701000,2.0,10-15,10,15
20400702000,2.0,10-15,10,15
20400710000,2.0,10-15,10,15
20400721000,2.0,10-15,10,15
20400722000,2.0,10-15,10,15
20400723000,2.0,10-15,10,15
20400740000,2.0,10-15,10,15
20400750000,2.0,10-15,10,15
20400760000,2.0,10-15,10,15
20400771000,2.0,10-15,10,15
20400780000,2.0,10-15,10,15
20400791000,2.0,10-15,10,15
20400792000,2.0,10-15,10,15
20400794000,2.0,10-15,10,15
20396950000,2.0,10-15,10,15
20400804000,2.0,10-15,10,15
20400810000,2.0,10-15,10,15
20400822000,2.0,10-15,10,15
20400830000,2.0,10-15,10,15
20400840000,2.0,10-15,10,15
20400850000,2.0,10-15,10,15
20400860000,2.0,10-15,10,15
20400870000,2.0,10-15,10,15
20400880000,2.0,10-15,10,15
20400890000,2.0,10-15,10,15
20400900000,2.0,10-15,10,15
20400911000,2.0,10-15,10,15
20400912000,2.0,10-15,10,15
20400921000,2.0,10-15,10,15
20400942000,2.0,10-15,10,15
20400950000,2.0,10-15,10,15
20400960000,2.0,10-15,10,15
20400972000,2.0,10-15,10,15
20400980000,2.0,10-15,10,15
20400990000,2.0,10-15,10,15
20401000000,2.0,10-15,10,15
20401021000,2.0,10-15,10,15
20401030000,2.0,10-15,10,15
20401040000,2.0,10-15,10,15
20397260000,2.0,10-15,10,15
20397290000,2.0,10-15,10,15
20397300000,2.0,10-15,10,15
20397311000,2.0,10-15,10,15
20401950000,2.0,10-15,10,15
20401960000,2.0,10-15,10,15
20430780000,2.0,10-15,10,15
20430790000,2.0,10-15,10,15
20430800000,2.0,10-15,10,15
20430810000,2.0,10-15,10,15
20430820000,2.0,10-15,10,15
20430830000,2.0,10-15,10,15
20430840000,2.0,10-15,10,15
20430850000,2.0,10-15,10,15
20401423000,2.0,10-15,10,15
20430860000,2.0,10-15,10,15
20430870000,2.0,10-15,10,15
20426940000,2.0,10-15,10,15
20426950000,2.0,10-15,10,15
20426960000,2.0,10-15,10,15
20426970000,2.0,10-15,10,15
20426980000,2.0,10-15,10,15
20426990000,2.0,10-15,10,15
20431560000,2.0,10-15,10,15
20431570000,2.0,10-15,10,15
20431580000,2.0,10-15,10,15
20431590000,2.0,10-15,10,15
20401430000,2.0,10-15,10,15
20431610000,2.0,10-15,10,15
20431630000,2.0,10-15,10,15
20401462000,2.0,10-15,10,15
20400572000,2.0,10-15,10,15
20400581000,2.0,10-15,10,15
20400582000,2.0,10-15,10,15
20400583000,2.0,10-15,10,15
20396610000,2.0,10-15,10,15
20396620000,2.0,10-15,10,15
20401421000,2.0,10-15,10,15
20401422000,2.0,10-15,10,15
20401443000,2.0,10-15,10,15
20401450000,2.0,10-15,10,15
20401461000,2.0,10-15,10,15
20401490000,2.0,10-15,10,15
20401500000,2.0,10-15,10,15
20401511000,2.0,10-15,10,15
20401520000,2.0,10-15,10,15
20401531000,2.0,10-15,10,15
20401532000,2.0,10-15,10,15
20401552000,2.0,10-15,10,15
20401553000,2.0,10-15,10,15
20401561000,2.0,10-15,10,15
20401562000,2.0,10-15,10,15
20401570000,2.0,10-15,10,15
20401580000,2.0,10-15,10,15
20401591000,2.0,10-15,10,15
20401592000,2.0,10-15,10,15
20401700000,2.0,10-15,10,15
20401710000,2.0,10-15,10,15
20401720000,2.0,10-15,10,15
20401730000,2.0,10-15,10,15
20401740000,2.0,10-15,10,15
20401750000,2.0,10-15,10,15
20401760000,2.0,10-15,10,15
20401771000,2.0,10-15,10,15
20401772000,2.0,10-15,10,15
20401781000,2.0,10-15,10,15
20401782000,2.0,10-15,10,15
20401783000,2.0,10-15,10,15
20401784000,2.0,10-15,10,15
20401791000,2.0,10-15,10,15
20401792000,2.0,10-15,10,15
20401800000,2.0,10-15,10,15
20401811000,2.0,10-15,10,15
20401812000,2.0,10-15,10,15
20401821000,2.0,10-15,10,15
20401822000,2.0,10-15,10,15
20401823000,2.0,10-15,10,15
20401824000,2.0,10-15,10,15
20401840000,2.0,10-15,10,15
20401850000,2.0,10-15,10,15
20395952000,2.0,10-15,10,15
20401860000,2.0,10-15,10,15
20401870000,2.0,10-15,10,15
20401880000,2.0,10-15,10,15
20401890000,2.0,10-15,10,15
20398203000,2.0,10-15,10,15
20398230000,2.0,10-15,10,15
20398250000,2.0,10-15,10,15
20398260000,2.0,10-15,10,15
20398270000,2.0,10-15,10,15
20401970000,2.0,10-15,10,15
20401980000,2.0,10-15,10,15
20402130000,2.0,10-15,10,15
20402000000,2.0,10-15,10,15
20402010000,2.0,10-15,10,15
20402030000,2.0,10-15,10,15
20398570000,2.0,10-15,10,15
20398580000,2.0,10-15,10,15
20402040000,2.0,10-15,10,15
20402050000,2.0,10-15,10,15
20402060000,2.0,10-15,10,15
20402070000,2.0,10-15,10,15
20402080000,2.0,10-15,10,15
20402100000,2.0,10-15,10,15
20402110000,2.0,10-15,10,15
20402120000,2.0,10-15,10,15
20402140000,2.0,10-15,10,15
20398550000,2.0,10-15,10,15
20398560000,2.0,10-15,10,15
20398590000,2.0,10-15,10,15
20398600000,2.0,10-15,10,15
20398610000,2.0,10-15,10,15
20398630000,2.0,10-15,10,15
20402800000,2.0,10-15,10,15
20402810000,2.0,10-15,10,15
20431640000,2.0,10-15,10,15
20431650000,2.0,10-15,10,15
20431660000,2.0,10-15,10,15
20431670000,2.0,10-15,10,15
20431680000,2.0,10-15,10,15
20431690000,2.0,10-15,10,15
20431700000,2.0,10-15,10,15
20444360000,2.0,10-15,10,15
20444370000,2.0,10-15,10,15
20444380000,2.0,10-15,10,15
20444390000,2.0,10-15,10,15
20444400000,2.0,10-15,10,15
20444410000,2.0,10-15,10,15
20444420000,2.0,10-15,10,15
20444430000,2.0,10-15,10,15
20424630000,2.0,10-15,10,15
20424640000,2.0,10-15,10,15
20424650000,2.0,10-15,10,15
20424660000,2.0,10-15,10,15
20424670000,2.0,10-15,10,15
20424680000,2.0,10-15,10,15
20424690000,2.0,10-15,10,15
20424700000,2.0,10-15,10,15
20424710000,2.0,10-15,10,15
20424720000,2.0,10-15,10,15
20424730000,2.0,10-15,10,15
20424740000,2.0,10-15,10,15
20401600000,2.0,10-15,10,15
20401610000,2.0,10-15,10,15
20401620000,2.0,10-15,10,15
20401630000,2.0,10-15,10,15
20401640000,2.0,10-15,10,15
20402470000,2.0,10-15,10,15
20402390000,2.0,10-15,10,15
20402400000,2.0,10-15,10,15
20402420000,2.0,10-15,10,15
20402430000,2.0,10-15,10,15
20402440000,2.0,10-15,10,15
20402451000,2.0,10-15,10,15
20402452000,2.0,10-15,10,15
20402460000,2.0,10-15,10,15
20402480000,2.0,10-15,10,15
20402490000,2.0,10-15,10,15
20402500000,2.0,10-15,10,15
20402690000,2.0,10-15,10,15
20402510000,2.0,10-15,10,15
20402520000,2.0,10-15,10,15
20402570000,2.0,10-15,10,15
20402581000,2.0,10-15,10,15
20402583000,2.0,10-15,10,15
20402590000,2.0,10-15,10,15
20402600000,2.0,10-15,10,15
20402610000,2.0,10-15,10,15
20402630000,2.0,10-15,10,15
20402640000,2.0,10-15,10,15
20402660000,2.0,10-15,10,15
20402670000,2.0,10-15,10,15
20402680000,2.0,10-15,10,15
20402700000,2.0,10-15,10,15
20402710000,2.0,10-15,10,15
20402720000,2.0,10-15,10,15
20402730000,2.0,10-15,10,15
20402740000,2.0,10-15,10,15
20402750000,2.0,10-15,10,15
20402760000,2.0,10-15,10,15
20402770000,2.0,10-15,10,15
20402780000,2.0,10-15,10,15
20402790000,2.0,10-15,10,15
20395457000,2.0,10-15,10,15
20424750000,2.0,10-15,10,15
20402820000,2.0,10-15,10,15
20402830000,2.0,10-15,10,15
20402850000,2.0,10-15,10,15
20402860000,2.0,10-15,10,15
20402870000,2.0,10-15,10,15
20402880000,2.0,10-15,10,15
20402890000,2.0,10-15,10,15
20424860000,2.0,10-15,10,15
20402900000,2.0,10-15,10,15
20402920000,2.0,10-15,10,15
20402930000,2.0,10-15,10,15
20402940000,2.0,10-15,10,15
20402950000,2.0,10-15,10,15
20402960000,2.0,10-15,10,15
20402970000,2.0,10-15,10,15
20402980000,2.0,10-15,10,15
20402990000,2.0,10-15,10,15
20403000000,2.0,10-15,10,15
20403010000,2.0,10-15,10,15
20424870000,2.0,10-15,10,15
20403030000,2.0,10-15,10,15
20395830000,2.0,10-15,10,15
20395840000,2.0,10-15,10,15
20395851000,2.0,10-15,10,15
20395852000,2.0,10-15,10,15
20395860000,2.0,10-15,10,15
20424760000,2.0,10-15,10,15
20424770000,2.0,10-15,10,15
20424780000,2.0,10-15,10,15
20424790000,2.0,10-15,10,15
20424800000,2.0,10-15,10,15
20424810000,2.0,10-15,10,15
20424821000,2.0,10-15,10,15
20424822000,2.0,10-15,10,15
20424830000,2.0,10-15,10,15
20424850000,2.0,10-15,10,15
20424880000,2.0,10-15,10,15
20424890000,2.0,10-15,10,15
20424900000,2.0,10-15,10,15
20424910000,2.0,10-15,10,15
20432940000,2.0,10-15,10,15
20432950000,2.0,10-15,10,15
20425830000,2.0,10-15,10,15
20425840000,2.0,10-15,10,15
20425870000,2.0,10-15,10,15
20425880000,2.0,10-15,10,15
20425890000,2.0,10-15,10,15
20425900000,2.0,10-15,10,15
20425910000,2.0,10-15,10,15
20425920000,2.0,10-15,10,15
20425940000,2.0,10-15,10,15
20425950000,2.0,10-15,10,15
20425960000,2.0,10-15,10,15
20425970000,2.0,10-15,10,15
20402530000,2.0,10-15,10,15
20402540000,2.0,10-15,10,15
20395342000,2.0,10-15,10,15
20402550000,2.0,10-15,10,15
20402560000,2.0,10-15,10,15
20403040000,2.0,10-15,10,15
20395290000,2.0,10-15,10,15
20395301000,2.0,10-15,10,15
20395302000,2.0,10-15,10,15
20395321000,2.0,10-15,10,15
20395322000,2.0,10-15,10,15
